HeLa-S3|chr10:102973241-102973389	HeLa-S3|chr10:102974200-102974453
HeLa-S3|chr1:109819261-109819361	HeLa-S3|chr1:109819453-109819586
HeLa-S3|chr1:109819261-109819361	HeLa-S3|chr1:109819789-109820301
HeLa-S3|chr1:109819261-109819361	HeLa-S3|chr1:109820438-109820534
HeLa-S3|chr1:109819453-109819586	HeLa-S3|chr1:109819789-109820301
HeLa-S3|chr1:109819453-109819586	HeLa-S3|chr1:109820438-109820534
HeLa-S3|chr1:109819789-109820301	HeLa-S3|chr1:109820438-109820534
HeLa-S3|chr11:100701813-100702024	HeLa-S3|chr11:100702199-100702379
HeLa-S3|chr11:100701813-100702024	HeLa-S3|chr11:100702826-100702963
HeLa-S3|chr11:100702199-100702379	HeLa-S3|chr11:100702826-100702963
HeLa-S3|chr11:100712400-100712800	HeLa-S3|chr11:100712800-100713017
HeLa-S3|chr11:100719777-100719875	HeLa-S3|chr11:100719970-100720171
HeLa-S3|chr11:100719777-100719875	HeLa-S3|chr11:100721984-100722250
HeLa-S3|chr11:100719970-100720171	HeLa-S3|chr11:100721984-100722250
HeLa-S3|chr1:110075861-110076000	HeLa-S3|chr1:110076000-110076058
HeLa-S3|chr1:110178098-110178332	HeLa-S3|chr1:110178546-110178600
HeLa-S3|chr1:110178098-110178332	HeLa-S3|chr1:110178600-110179000
HeLa-S3|chr1:110178098-110178332	HeLa-S3|chr1:110179600-110179950
HeLa-S3|chr1:110178546-110178600	HeLa-S3|chr1:110178600-110179000
HeLa-S3|chr1:110178546-110178600	HeLa-S3|chr1:110179600-110179950
HeLa-S3|chr1:110178600-110179000	HeLa-S3|chr1:110179600-110179950
HeLa-S3|chr1:110185736-110186016	HeLa-S3|chr1:110186324-110186600
HeLa-S3|chr1:110185736-110186016	HeLa-S3|chr1:110186600-110186659
HeLa-S3|chr1:110185736-110186016	HeLa-S3|chr1:110187046-110187746
HeLa-S3|chr1:110186324-110186600	HeLa-S3|chr1:110186600-110186659
HeLa-S3|chr1:110186324-110186600	HeLa-S3|chr1:110187046-110187746
HeLa-S3|chr1:110186600-110186659	HeLa-S3|chr1:110187046-110187746
HeLa-S3|chr1:110193067-110193661	HeLa-S3|chr1:110194286-110194378
HeLa-S3|chr1:110193067-110193661	HeLa-S3|chr1:110194856-110195566
HeLa-S3|chr1:110194286-110194378	HeLa-S3|chr1:110194856-110195566
HeLa-S3|chr1:110194286-110194378	HeLa-S3|chr1:110195658-110196420
HeLa-S3|chr1:110194856-110195566	HeLa-S3|chr1:110195658-110196420
HeLa-S3|chr1:110199000-110199108	HeLa-S3|chr1:110201176-110201600
HeLa-S3|chr1:110201176-110201600	HeLa-S3|chr1:110201600-110202301
HeLa-S3|chr11:10331200-10331600	HeLa-S3|chr11:10331600-10331761
HeLa-S3|chr11:10331200-10331600	HeLa-S3|chr11:10331922-10332277
HeLa-S3|chr11:10331600-10331761	HeLa-S3|chr11:10331922-10332277
HeLa-S3|chr11:10343622-10343722	HeLa-S3|chr11:10344014-10344725
HeLa-S3|chr11:10343622-10343722	HeLa-S3|chr11:10344967-10345000
HeLa-S3|chr11:10343622-10343722	HeLa-S3|chr11:10345000-10345595
HeLa-S3|chr11:10344014-10344725	HeLa-S3|chr11:10344967-10345000
HeLa-S3|chr11:10344014-10344725	HeLa-S3|chr11:10345000-10345595
HeLa-S3|chr11:10344014-10344725	HeLa-S3|chr11:10346387-10346800
HeLa-S3|chr11:10344967-10345000	HeLa-S3|chr11:10345000-10345595
HeLa-S3|chr11:10344967-10345000	HeLa-S3|chr11:10346387-10346800
HeLa-S3|chr11:10345000-10345595	HeLa-S3|chr11:10346387-10346800
HeLa-S3|chr11:10345000-10345595	HeLa-S3|chr11:10346800-10348600
HeLa-S3|chr11:10346387-10346800	HeLa-S3|chr11:10346800-10348600
HeLa-S3|chr11:10346387-10346800	HeLa-S3|chr11:10348600-10349307
HeLa-S3|chr11:10346800-10348600	HeLa-S3|chr11:10348600-10349307
HeLa-S3|chr11:10346800-10348600	HeLa-S3|chr11:10349517-10349600
HeLa-S3|chr11:10346800-10348600	HeLa-S3|chr11:10349600-10351162
HeLa-S3|chr11:10348600-10349307	HeLa-S3|chr11:10349517-10349600
HeLa-S3|chr11:10348600-10349307	HeLa-S3|chr11:10349600-10351162
HeLa-S3|chr11:10348600-10349307	HeLa-S3|chr11:10351262-10351600
HeLa-S3|chr11:10349517-10349600	HeLa-S3|chr11:10349600-10351162
HeLa-S3|chr11:10349517-10349600	HeLa-S3|chr11:10351262-10351600
HeLa-S3|chr11:10349517-10349600	HeLa-S3|chr11:10351600-10351942
HeLa-S3|chr11:10349600-10351162	HeLa-S3|chr11:10351262-10351600
HeLa-S3|chr11:10349600-10351162	HeLa-S3|chr11:10351600-10351942
HeLa-S3|chr11:10349600-10351162	HeLa-S3|chr11:10352034-10352369
HeLa-S3|chr11:10351262-10351600	HeLa-S3|chr11:10351600-10351942
HeLa-S3|chr11:10351262-10351600	HeLa-S3|chr11:10352034-10352369
HeLa-S3|chr11:10351600-10351942	HeLa-S3|chr11:10352034-10352369
HeLa-S3|chr1:110520397-110523394	HeLa-S3|chr1:110523635-110523946
HeLa-S3|chr1:110526404-110526600	HeLa-S3|chr1:110526600-110526800
HeLa-S3|chr1:110544029-110544200	HeLa-S3|chr1:110544200-110544217
HeLa-S3|chr1:110544029-110544200	HeLa-S3|chr1:110544878-110545000
HeLa-S3|chr1:110544029-110544200	HeLa-S3|chr1:110545000-110545044
HeLa-S3|chr1:110544029-110544200	HeLa-S3|chr1:110545247-110545800
HeLa-S3|chr1:110544029-110544200	HeLa-S3|chr1:110545952-110546000
HeLa-S3|chr1:110544200-110544217	HeLa-S3|chr1:110544878-110545000
HeLa-S3|chr1:110544200-110544217	HeLa-S3|chr1:110545000-110545044
HeLa-S3|chr1:110544200-110544217	HeLa-S3|chr1:110545247-110545800
HeLa-S3|chr1:110544200-110544217	HeLa-S3|chr1:110545952-110546000
HeLa-S3|chr1:110544878-110545000	HeLa-S3|chr1:110545000-110545044
HeLa-S3|chr1:110544878-110545000	HeLa-S3|chr1:110545247-110545800
HeLa-S3|chr1:110544878-110545000	HeLa-S3|chr1:110545952-110546000
HeLa-S3|chr1:110545000-110545044	HeLa-S3|chr1:110545247-110545800
HeLa-S3|chr1:110545000-110545044	HeLa-S3|chr1:110545952-110546000
HeLa-S3|chr1:110545247-110545800	HeLa-S3|chr1:110545952-110546000
HeLa-S3|chr1:110545247-110545800	HeLa-S3|chr1:110547600-110548000
HeLa-S3|chr1:110545952-110546000	HeLa-S3|chr1:110547600-110548000
HeLa-S3|chr11:112148795-112149002	HeLa-S3|chr11:112150929-112151390
HeLa-S3|chr11:118758060-118759400	HeLa-S3|chr11:118759400-118759671
HeLa-S3|chr11:118758060-118759400	HeLa-S3|chr11:118759950-118760200
HeLa-S3|chr11:118758060-118759400	HeLa-S3|chr11:118760200-118761408
HeLa-S3|chr11:118759400-118759671	HeLa-S3|chr11:118759950-118760200
HeLa-S3|chr11:118759400-118759671	HeLa-S3|chr11:118760200-118761408
HeLa-S3|chr11:118759400-118759671	HeLa-S3|chr11:118761556-118761664
HeLa-S3|chr11:118759950-118760200	HeLa-S3|chr11:118760200-118761408
HeLa-S3|chr11:118759950-118760200	HeLa-S3|chr11:118761556-118761664
HeLa-S3|chr11:118760200-118761408	HeLa-S3|chr11:118761556-118761664
HeLa-S3|chr11:120302601-120303000	HeLa-S3|chr11:120303000-120303159
HeLa-S3|chr11:124639631-124640524	HeLa-S3|chr11:124640889-124641120
HeLa-S3|chr1:112935741-112935833	HeLa-S3|chr1:112936194-112936200
HeLa-S3|chr1:112945439-112945656	HeLa-S3|chr1:112945840-112946161
HeLa-S3|chr1:112945439-112945656	HeLa-S3|chr1:112946261-112947760
HeLa-S3|chr1:112945840-112946161	HeLa-S3|chr1:112946261-112947760
HeLa-S3|chr1:112945840-112946161	HeLa-S3|chr1:112947867-112948281
HeLa-S3|chr1:112946261-112947760	HeLa-S3|chr1:112947867-112948281
HeLa-S3|chr11:34920200-34920253	HeLa-S3|chr11:34920914-34921191
HeLa-S3|chr11:36476931-36477800	HeLa-S3|chr11:36477800-36478005
HeLa-S3|chr11:46327995-46328251	HeLa-S3|chr11:46330437-46330600
HeLa-S3|chr11:46330437-46330600	HeLa-S3|chr11:46330600-46330782
HeLa-S3|chr11:46330437-46330600	HeLa-S3|chr11:46331089-46331600
HeLa-S3|chr11:46330437-46330600	HeLa-S3|chr11:46331662-46331854
HeLa-S3|chr11:46330600-46330782	HeLa-S3|chr11:46331089-46331600
HeLa-S3|chr11:46330600-46330782	HeLa-S3|chr11:46331662-46331854
HeLa-S3|chr11:46331089-46331600	HeLa-S3|chr11:46331662-46331854
HeLa-S3|chr11:46336422-46336654	HeLa-S3|chr11:46336800-46337600
HeLa-S3|chr11:46336422-46336654	HeLa-S3|chr11:46337600-46337968
HeLa-S3|chr11:46336800-46337600	HeLa-S3|chr11:46337600-46337968
HeLa-S3|chr1:146638881-146639400	HeLa-S3|chr1:146639400-146639600
HeLa-S3|chr1:146638881-146639400	HeLa-S3|chr1:146639600-146639632
HeLa-S3|chr1:146638881-146639400	HeLa-S3|chr1:146640254-146640642
HeLa-S3|chr1:146639400-146639600	HeLa-S3|chr1:146639600-146639632
HeLa-S3|chr1:146639400-146639600	HeLa-S3|chr1:146640254-146640642
HeLa-S3|chr1:146639600-146639632	HeLa-S3|chr1:146640254-146640642
HeLa-S3|chr1:153483243-153483399	HeLa-S3|chr1:153483491-153484139
HeLa-S3|chr1:153483243-153483399	HeLa-S3|chr1:153484399-153484491
HeLa-S3|chr1:153483243-153483399	HeLa-S3|chr1:153485256-153485600
HeLa-S3|chr1:153483243-153483399	HeLa-S3|chr1:153485600-153485640
HeLa-S3|chr1:153483491-153484139	HeLa-S3|chr1:153484399-153484491
HeLa-S3|chr1:153483491-153484139	HeLa-S3|chr1:153485256-153485600
HeLa-S3|chr1:153483491-153484139	HeLa-S3|chr1:153485600-153485640
HeLa-S3|chr1:153484399-153484491	HeLa-S3|chr1:153485256-153485600
HeLa-S3|chr1:153484399-153484491	HeLa-S3|chr1:153485600-153485640
HeLa-S3|chr1:153485256-153485600	HeLa-S3|chr1:153485600-153485640
HeLa-S3|chr1:153485256-153485600	HeLa-S3|chr1:153487000-153487324
HeLa-S3|chr1:153485256-153485600	HeLa-S3|chr1:153487421-153488200
HeLa-S3|chr1:153485600-153485640	HeLa-S3|chr1:153487000-153487324
HeLa-S3|chr1:153485600-153485640	HeLa-S3|chr1:153487421-153488200
HeLa-S3|chr1:153487000-153487324	HeLa-S3|chr1:153487421-153488200
HeLa-S3|chr1:153487000-153487324	HeLa-S3|chr1:153488800-153489400
HeLa-S3|chr1:153487000-153487324	HeLa-S3|chr1:153489400-153489489
HeLa-S3|chr1:153487421-153488200	HeLa-S3|chr1:153488800-153489400
HeLa-S3|chr1:153487421-153488200	HeLa-S3|chr1:153489400-153489489
HeLa-S3|chr1:153488800-153489400	HeLa-S3|chr1:153489400-153489489
HeLa-S3|chr1:153509800-153510400	HeLa-S3|chr1:153511400-153511759
HeLa-S3|chr1:153509800-153510400	HeLa-S3|chr1:153512051-153512769
HeLa-S3|chr1:153511400-153511759	HeLa-S3|chr1:153512051-153512769
HeLa-S3|chr1:153511400-153511759	HeLa-S3|chr1:153512861-153513000
HeLa-S3|chr1:153512051-153512769	HeLa-S3|chr1:153512861-153513000
HeLa-S3|chr1:153541800-153542109	HeLa-S3|chr1:153542201-153542380
HeLa-S3|chr1:153541800-153542109	HeLa-S3|chr1:153544270-153544400
HeLa-S3|chr1:153542201-153542380	HeLa-S3|chr1:153544270-153544400
HeLa-S3|chr1:153542201-153542380	HeLa-S3|chr1:153544400-153544969
HeLa-S3|chr1:153544270-153544400	HeLa-S3|chr1:153544400-153544969
HeLa-S3|chr1:153544270-153544400	HeLa-S3|chr1:153545061-153546048
HeLa-S3|chr1:153544270-153544400	HeLa-S3|chr1:153546173-153546200
HeLa-S3|chr1:153544270-153544400	HeLa-S3|chr1:153546200-153546275
HeLa-S3|chr1:153544400-153544969	HeLa-S3|chr1:153545061-153546048
HeLa-S3|chr1:153544400-153544969	HeLa-S3|chr1:153546173-153546200
HeLa-S3|chr1:153544400-153544969	HeLa-S3|chr1:153546200-153546275
HeLa-S3|chr1:153545061-153546048	HeLa-S3|chr1:153546173-153546200
HeLa-S3|chr1:153545061-153546048	HeLa-S3|chr1:153546200-153546275
HeLa-S3|chr1:153546173-153546200	HeLa-S3|chr1:153546200-153546275
HeLa-S3|chr1:153960200-153960365	HeLa-S3|chr1:153962440-153962600
HeLa-S3|chr11:57116966-57117000	HeLa-S3|chr11:57117000-57117356
HeLa-S3|chr11:57126083-57126547	HeLa-S3|chr11:57127695-57127907
HeLa-S3|chr1:160960200-160960800	HeLa-S3|chr1:160960800-160960991
HeLa-S3|chr1:160965999-160966400	HeLa-S3|chr1:160966400-160966498
HeLa-S3|chr1:160965999-160966400	HeLa-S3|chr1:160966980-160967076
HeLa-S3|chr1:160965999-160966400	HeLa-S3|chr1:160967447-160967761
HeLa-S3|chr1:160966400-160966498	HeLa-S3|chr1:160966980-160967076
HeLa-S3|chr1:160966400-160966498	HeLa-S3|chr1:160967447-160967761
HeLa-S3|chr1:160966980-160967076	HeLa-S3|chr1:160967447-160967761
HeLa-S3|chr11:62192027-62192197	HeLa-S3|chr11:62192548-62192640
HeLa-S3|chr11:62192027-62192197	HeLa-S3|chr11:62192860-62193200
HeLa-S3|chr11:62192027-62192197	HeLa-S3|chr11:62193200-62193227
HeLa-S3|chr11:62192027-62192197	HeLa-S3|chr11:62193970-62194200
HeLa-S3|chr11:62192548-62192640	HeLa-S3|chr11:62192860-62193200
HeLa-S3|chr11:62192548-62192640	HeLa-S3|chr11:62193200-62193227
HeLa-S3|chr11:62192548-62192640	HeLa-S3|chr11:62193970-62194200
HeLa-S3|chr11:62192860-62193200	HeLa-S3|chr11:62193200-62193227
HeLa-S3|chr11:62192860-62193200	HeLa-S3|chr11:62193970-62194200
HeLa-S3|chr11:62192860-62193200	HeLa-S3|chr11:62194200-62195800
HeLa-S3|chr11:62193200-62193227	HeLa-S3|chr11:62193970-62194200
HeLa-S3|chr11:62193200-62193227	HeLa-S3|chr11:62194200-62195800
HeLa-S3|chr11:62193970-62194200	HeLa-S3|chr11:62194200-62195800
HeLa-S3|chr11:62193970-62194200	HeLa-S3|chr11:62195800-62195900
HeLa-S3|chr11:62194200-62195800	HeLa-S3|chr11:62195800-62195900
HeLa-S3|chr11:62556200-62556468	HeLa-S3|chr11:62556618-62556744
HeLa-S3|chr11:62610400-62610409	HeLa-S3|chr11:62611191-62611372
HeLa-S3|chr1:162824511-162824994	HeLa-S3|chr1:162825296-162825548
HeLa-S3|chr1:162824511-162824994	HeLa-S3|chr1:162825740-162825899
HeLa-S3|chr1:162824511-162824994	HeLa-S3|chr1:162826095-162826364
HeLa-S3|chr1:162825296-162825548	HeLa-S3|chr1:162825740-162825899
HeLa-S3|chr1:162825296-162825548	HeLa-S3|chr1:162826095-162826364
HeLa-S3|chr1:162825740-162825899	HeLa-S3|chr1:162826095-162826364
HeLa-S3|chr1:162825740-162825899	HeLa-S3|chr1:162827954-162828088
HeLa-S3|chr1:162826095-162826364	HeLa-S3|chr1:162827954-162828088
HeLa-S3|chr11:63948446-63948800	HeLa-S3|chr11:63948800-63949800
HeLa-S3|chr11:63948446-63948800	HeLa-S3|chr11:63949800-63949814
HeLa-S3|chr11:63948800-63949800	HeLa-S3|chr11:63949800-63949814
HeLa-S3|chr1:16399537-16399884	HeLa-S3|chr1:16401660-16402400
HeLa-S3|chr1:16401660-16402400	HeLa-S3|chr1:16404200-16404635
HeLa-S3|chr1:16404200-16404635	HeLa-S3|chr1:16405559-16406435
HeLa-S3|chr11:64068320-64068400	HeLa-S3|chr11:64069200-64069550
HeLa-S3|chr11:64069200-64069550	HeLa-S3|chr11:64070672-64071074
HeLa-S3|chr11:64069200-64069550	HeLa-S3|chr11:64071174-64071200
HeLa-S3|chr11:64070672-64071074	HeLa-S3|chr11:64071174-64071200
HeLa-S3|chr11:65042387-65042486	HeLa-S3|chr11:65042631-65043200
HeLa-S3|chr11:65077320-65077416	HeLa-S3|chr11:65077587-65080200
HeLa-S3|chr11:66058400-66058426	HeLa-S3|chr11:66060456-66060706
HeLa-S3|chr11:69500412-69500630	HeLa-S3|chr11:69500973-69501166
HeLa-S3|chr11:69500412-69500630	HeLa-S3|chr11:69502788-69502800
HeLa-S3|chr11:69500973-69501166	HeLa-S3|chr11:69502788-69502800
HeLa-S3|chr11:69502788-69502800	HeLa-S3|chr11:69502800-69505663
HeLa-S3|chr11:69502800-69505663	HeLa-S3|chr11:69505897-69506639
HeLa-S3|chr11:69505897-69506639	HeLa-S3|chr11:69506830-69506925
HeLa-S3|chr11:69510435-69510713	HeLa-S3|chr11:69510805-69511127
HeLa-S3|chr11:69510435-69510713	HeLa-S3|chr11:69511400-69512535
HeLa-S3|chr11:69510805-69511127	HeLa-S3|chr11:69511400-69512535
HeLa-S3|chr11:69514615-69514851	HeLa-S3|chr11:69515088-69516200
HeLa-S3|chr11:69514615-69514851	HeLa-S3|chr11:69516200-69516293
HeLa-S3|chr11:69515088-69516200	HeLa-S3|chr11:69516200-69516293
HeLa-S3|chr11:71932532-71932800	HeLa-S3|chr11:71932800-71933200
HeLa-S3|chr11:72189426-72190661	HeLa-S3|chr11:72190914-72191000
HeLa-S3|chr11:72189426-72190661	HeLa-S3|chr11:72191000-72191869
HeLa-S3|chr11:72190914-72191000	HeLa-S3|chr11:72191000-72191869
HeLa-S3|chr11:72191000-72191869	HeLa-S3|chr11:72192392-72195482
HeLa-S3|chr11:72202153-72202306	HeLa-S3|chr11:72202800-72202998
HeLa-S3|chr11:72296400-72296600	HeLa-S3|chr11:72297400-72297640
HeLa-S3|chr11:72296400-72296600	HeLa-S3|chr11:72297855-72298000
HeLa-S3|chr11:72297400-72297640	HeLa-S3|chr11:72297855-72298000
HeLa-S3|chr11:77791800-77791892	HeLa-S3|chr11:77791984-77792122
HeLa-S3|chr1:17813935-17815092	HeLa-S3|chr1:17815187-17816000
HeLa-S3|chr1:17813935-17815092	HeLa-S3|chr1:17816000-17816135
HeLa-S3|chr1:17815187-17816000	HeLa-S3|chr1:17816000-17816135
HeLa-S3|chr1:17815187-17816000	HeLa-S3|chr1:17817881-17818000
HeLa-S3|chr1:17816000-17816135	HeLa-S3|chr1:17817881-17818000
HeLa-S3|chr1:17816000-17816135	HeLa-S3|chr1:17818000-17818125
HeLa-S3|chr1:17816000-17816135	HeLa-S3|chr1:17818217-17818400
HeLa-S3|chr1:17817881-17818000	HeLa-S3|chr1:17818000-17818125
HeLa-S3|chr1:17817881-17818000	HeLa-S3|chr1:17818217-17818400
HeLa-S3|chr1:17817881-17818000	HeLa-S3|chr1:17818400-17818727
HeLa-S3|chr1:17818000-17818125	HeLa-S3|chr1:17818217-17818400
HeLa-S3|chr1:17818000-17818125	HeLa-S3|chr1:17818400-17818727
HeLa-S3|chr1:17818217-17818400	HeLa-S3|chr1:17818400-17818727
HeLa-S3|chr1:17818217-17818400	HeLa-S3|chr1:17820515-17820600
HeLa-S3|chr1:17818400-17818727	HeLa-S3|chr1:17820515-17820600
HeLa-S3|chr1:178498866-178499284	HeLa-S3|chr1:178499455-178499982
HeLa-S3|chr1:178498866-178499284	HeLa-S3|chr1:178501052-178501400
HeLa-S3|chr1:178499455-178499982	HeLa-S3|chr1:178501052-178501400
HeLa-S3|chr1:178499455-178499982	HeLa-S3|chr1:178502000-178502017
HeLa-S3|chr1:178501052-178501400	HeLa-S3|chr1:178502000-178502017
HeLa-S3|chr1:178505469-178508200	HeLa-S3|chr1:178508200-178508295
HeLa-S3|chr1:178985569-178985800	HeLa-S3|chr1:178985800-178987755
HeLa-S3|chr1:178985569-178985800	HeLa-S3|chr1:178988000-178988166
HeLa-S3|chr1:178985800-178987755	HeLa-S3|chr1:178988000-178988166
HeLa-S3|chr1:179094197-179094320	HeLa-S3|chr1:179096261-179096800
HeLa-S3|chr1:179096261-179096800	HeLa-S3|chr1:179097697-179099400
HeLa-S3|chr1:181098762-181098800	HeLa-S3|chr1:181098800-181099425
HeLa-S3|chr1:181103007-181103205	HeLa-S3|chr1:181103710-181105995
HeLa-S3|chr1:181108302-181109961	HeLa-S3|chr1:181110053-181111400
HeLa-S3|chr1:181110053-181111400	HeLa-S3|chr1:181111400-181111630
HeLa-S3|chr1:181120693-181120872	HeLa-S3|chr1:181121081-181121284
HeLa-S3|chr11:86992798-86993000	HeLa-S3|chr11:86993000-86993299
HeLa-S3|chr11:8981000-8981137	HeLa-S3|chr11:8981447-8981539
HeLa-S3|chr11:9632702-9632929	HeLa-S3|chr11:9634025-9634400
HeLa-S3|chr1:196368793-196369097	HeLa-S3|chr1:196370400-196370470
HeLa-S3|chr1:196375126-196375235	HeLa-S3|chr1:196375685-196376490
HeLa-S3|chr1:196375126-196375235	HeLa-S3|chr1:196376756-196377427
HeLa-S3|chr1:196375685-196376490	HeLa-S3|chr1:196376756-196377427
HeLa-S3|chr11:9637937-9638029	HeLa-S3|chr11:9638482-9638715
HeLa-S3|chr11:9637937-9638029	HeLa-S3|chr11:9639489-9640012
HeLa-S3|chr11:9638482-9638715	HeLa-S3|chr11:9639489-9640012
HeLa-S3|chr11:9775391-9775497	HeLa-S3|chr11:9775589-9775947
HeLa-S3|chr11:9786707-9786843	HeLa-S3|chr11:9787216-9787507
HeLa-S3|chr11:9796055-9796600	HeLa-S3|chr11:9796600-9797000
HeLa-S3|chr11:9796055-9796600	HeLa-S3|chr11:9797000-9797585
HeLa-S3|chr11:9796055-9796600	HeLa-S3|chr11:9797813-9798277
HeLa-S3|chr11:9796600-9797000	HeLa-S3|chr11:9797000-9797585
HeLa-S3|chr11:9796600-9797000	HeLa-S3|chr11:9797813-9798277
HeLa-S3|chr11:9797000-9797585	HeLa-S3|chr11:9797813-9798277
