HUVEC|chr10:129706517-129809145	HUVEC|chr10:129706517-129809957
HUVEC|chr1:234634822-234741199	HUVEC|chr1:234635694-234741199
HUVEC|chr1:234745342-235110315	HUVEC|chr1:234745342-235113676
HUVEC|chr12:3982762-4374017	HUVEC|chr12:3982762-4377648
HUVEC|chr12:3982762-4377648	HUVEC|chr12:3982762-4378623
HUVEC|chr12:3982762-4377648	HUVEC|chr12:3982762-4380599
HUVEC|chr12:3982762-4378623	HUVEC|chr12:3982762-4380599
HUVEC|chr12:3982762-4380599	HUVEC|chr12:3982762-4382813
HUVEC|chr12:3982762-4380599	HUVEC|chr12:3982762-4383799
HUVEC|chr12:3982762-4382813	HUVEC|chr12:3982762-4383799
HUVEC|chr12:42984580-43675368	HUVEC|chr12:42984580-43678561
HUVEC|chr12:42984580-43678561	HUVEC|chr12:42984580-43682556
HUVEC|chr12:42984580-43678561	HUVEC|chr12:42984580-43683399
HUVEC|chr12:42984580-43682556	HUVEC|chr12:42984580-43683399
HUVEC|chr12:42984580-43682556	HUVEC|chr12:42984580-43685995
HUVEC|chr12:42984580-43683399	HUVEC|chr12:42984580-43685995
HUVEC|chr1:244214711-244411457	HUVEC|chr1:244214711-244411739
HUVEC|chr12:50179202-50221943	HUVEC|chr12:50179545-50221943
HUVEC|chr12:53609201-53661782	HUVEC|chr12:53609227-53661782
HUVEC|chr12:59314934-59450792	HUVEC|chr12:59314934-59450999
HUVEC|chr12:59314934-59463155	HUVEC|chr12:59314934-59463199
HUVEC|chr12:59314934-59468592	HUVEC|chr12:59314934-59469783
HUVEC|chr12:59314934-59472718	HUVEC|chr12:59314934-59472799
HUVEC|chr1:26361801-26485494	HUVEC|chr1:26363001-26485494
HUVEC|chr1:26361801-26485494	HUVEC|chr1:26363036-26485494
HUVEC|chr1:26361801-26496234	HUVEC|chr1:26363001-26496234
HUVEC|chr1:26361801-26496234	HUVEC|chr1:26363036-26496234
HUVEC|chr1:26363001-26485494	HUVEC|chr1:26363036-26485494
HUVEC|chr1:26363001-26496234	HUVEC|chr1:26363036-26496234
HUVEC|chr12:64239325-64783999	HUVEC|chr12:64239325-64789261
HUVEC|chr12:89413801-89918115	HUVEC|chr12:89413836-89918115
HUVEC|chr1:29210598-29507029	HUVEC|chr1:29211601-29507029
HUVEC|chr12:93963649-94493993	HUVEC|chr12:93963649-94495032
HUVEC|chr12:93963649-94493993	HUVEC|chr12:93963649-94495199
HUVEC|chr12:93963649-94493993	HUVEC|chr12:93963649-94495415
HUVEC|chr12:93963649-94493993	HUVEC|chr12:93963649-94496393
HUVEC|chr12:93963649-94495032	HUVEC|chr12:93963649-94495199
HUVEC|chr12:93963649-94495032	HUVEC|chr12:93963649-94495415
HUVEC|chr12:93963649-94495032	HUVEC|chr12:93963649-94496393
HUVEC|chr12:93963649-94495199	HUVEC|chr12:93963649-94495415
HUVEC|chr12:93963649-94495199	HUVEC|chr12:93963649-94496393
HUVEC|chr12:93963649-94495415	HUVEC|chr12:93963649-94496393
HUVEC|chr12:96795401-96880122	HUVEC|chr12:96795401-96880365
HUVEC|chr12:96795401-96880122	HUVEC|chr12:96795401-96880735
HUVEC|chr12:96795401-96880365	HUVEC|chr12:96795401-96880735
HUVEC|chr13:109610026-110438817	HUVEC|chr13:109610410-110438817
HUVEC|chr13:21101111-21276584	HUVEC|chr13:21101111-21276599
HUVEC|chr13:21101111-21278417	HUVEC|chr13:21101111-21278697
HUVEC|chr13:21101111-21278417	HUVEC|chr13:21101111-21278999
HUVEC|chr13:21101111-21278697	HUVEC|chr13:21101111-21278999
HUVEC|chr13:21101111-21282731	HUVEC|chr13:21101111-21283083
HUVEC|chr1:36555446-36886312	HUVEC|chr1:36555446-36886399
HUVEC|chr13:80612788-80912401	HUVEC|chr13:80615389-80912401
HUVEC|chr13:80623700-80912401	HUVEC|chr13:80624601-80912401
HUVEC|chr13:80623700-80912401	HUVEC|chr13:80624681-80912401
HUVEC|chr13:80624601-80912401	HUVEC|chr13:80624681-80912401
HUVEC|chr14:23026711-23305270	HUVEC|chr14:23028674-23305270
HUVEC|chr14:23028674-23305270	HUVEC|chr14:23030801-23305270
HUVEC|chr14:23028674-23305270	HUVEC|chr14:23031001-23305270
HUVEC|chr14:23030801-23305270	HUVEC|chr14:23031001-23305270
HUVEC|chr14:24805001-24898662	HUVEC|chr14:24805030-24898662
HUVEC|chr1:43233634-43533523	HUVEC|chr1:43233634-43533599
HUVEC|chr14:39583987-39843717	HUVEC|chr14:39583987-39845752
HUVEC|chr14:50779717-50994810	HUVEC|chr14:50779717-50994999
HUVEC|chr1:45276201-45770399	HUVEC|chr1:45276201-45771939
HUVEC|chr1:45308793-45451898	HUVEC|chr1:45309387-45451898
HUVEC|chr14:61928518-62217554	HUVEC|chr14:61930153-62217554
HUVEC|chr14:61938401-62217554	HUVEC|chr14:61940389-62217554
HUVEC|chr14:61938401-62217554	HUVEC|chr14:61941027-62217554
HUVEC|chr14:61940389-62217554	HUVEC|chr14:61941027-62217554
HUVEC|chr14:61940389-62217554	HUVEC|chr14:61942029-62217554
HUVEC|chr14:61941027-62217554	HUVEC|chr14:61942029-62217554
HUVEC|chr14:68067601-68161389	HUVEC|chr14:68067708-68161389
HUVEC|chr14:85426764-85993799	HUVEC|chr14:85430830-85993799
HUVEC|chr14:85430830-85993799	HUVEC|chr14:85432795-85993799
HUVEC|chr14:85442378-85993799	HUVEC|chr14:85442998-85993799
HUVEC|chr15:101430601-101816738	HUVEC|chr15:101430608-101816738
HUVEC|chr15:101430601-101816738	HUVEC|chr15:101432201-101816738
HUVEC|chr15:101430608-101816738	HUVEC|chr15:101432201-101816738
HUVEC|chr15:101439886-101816738	HUVEC|chr15:101443327-101816738
HUVEC|chr15:101459592-101547523	HUVEC|chr15:101459592-101548206
HUVEC|chr15:101459592-101548206	HUVEC|chr15:101459592-101548959
HUVEC|chr15:101836141-102181199	HUVEC|chr15:101836141-102181692
HUVEC|chr15:40337801-40453040	HUVEC|chr15:40337841-40453040
HUVEC|chr15:43029685-43212599	HUVEC|chr15:43029685-43213799
HUVEC|chr15:45479001-45693983	HUVEC|chr15:45481001-45693983
HUVEC|chr15:47477614-47806160	HUVEC|chr15:47477614-47808652
HUVEC|chr1:59251401-59757887	HUVEC|chr1:59251401-59761340
HUVEC|chr1:59251401-59757887	HUVEC|chr1:59252053-59761890
HUVEC|chr1:59251401-59757887	HUVEC|chr1:59252465-59761890
HUVEC|chr1:59251401-59761340	HUVEC|chr1:59252053-59761890
HUVEC|chr1:59251401-59761340	HUVEC|chr1:59252465-59761890
HUVEC|chr1:59251401-60208788	HUVEC|chr1:59251401-60209843
HUVEC|chr1:59251401-60208788	HUVEC|chr1:59251401-60215521
HUVEC|chr1:59251401-60209843	HUVEC|chr1:59251401-60215521
HUVEC|chr1:59251401-60215521	HUVEC|chr1:59251401-60224854
HUVEC|chr1:59252053-59761890	HUVEC|chr1:59252465-59761890
HUVEC|chr15:95383603-96864519	HUVEC|chr15:95386065-96864519
HUVEC|chr15:95383603-96864519	HUVEC|chr15:95389842-96864519
HUVEC|chr15:95386065-96864519	HUVEC|chr15:95389842-96864519
HUVEC|chr15:95563021-96896599	HUVEC|chr15:95563350-96896599
HUVEC|chr15:95828682-96896599	HUVEC|chr15:95831548-96896599
HUVEC|chr15:95828682-96896599	HUVEC|chr15:95834252-96896599
HUVEC|chr15:95831548-96896599	HUVEC|chr15:95834252-96896599
HUVEC|chr15:95831548-96896599	HUVEC|chr15:95840770-96896599
HUVEC|chr15:95834252-96896599	HUVEC|chr15:95840770-96896599
HUVEC|chr15:95840770-96896599	HUVEC|chr15:95849049-96896599
HUVEC|chr15:96102133-96896599	HUVEC|chr15:96103580-96896599
HUVEC|chr16:2060783-2198207	HUVEC|chr16:2060783-2198636
HUVEC|chr16:2060783-2198636	HUVEC|chr16:2060783-2199599
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30959811-31879663
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30959811-31887199
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30959811-31888020
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30959811-31891535
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30960828-31879663
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30960828-31887199
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30960828-31888020
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30960828-31891535
HUVEC|chr16:30959601-31884935	HUVEC|chr16:30965483-31884935
HUVEC|chr16:30959811-31879663	HUVEC|chr16:30959811-31887199
HUVEC|chr16:30959811-31879663	HUVEC|chr16:30959811-31888020
HUVEC|chr16:30959811-31879663	HUVEC|chr16:30960828-31879663
HUVEC|chr16:30959811-31879663	HUVEC|chr16:30960828-31887199
HUVEC|chr16:30959811-31879663	HUVEC|chr16:30960828-31888020
HUVEC|chr16:30959811-31879663	HUVEC|chr16:30965483-31884935
HUVEC|chr16:30959811-31887199	HUVEC|chr16:30959811-31888020
HUVEC|chr16:30959811-31887199	HUVEC|chr16:30959811-31891535
HUVEC|chr16:30959811-31887199	HUVEC|chr16:30960828-31879663
HUVEC|chr16:30959811-31887199	HUVEC|chr16:30960828-31887199
HUVEC|chr16:30959811-31887199	HUVEC|chr16:30960828-31888020
HUVEC|chr16:30959811-31887199	HUVEC|chr16:30960828-31891535
HUVEC|chr16:30959811-31887199	HUVEC|chr16:30965483-31884935
HUVEC|chr16:30959811-31888020	HUVEC|chr16:30959811-31891535
HUVEC|chr16:30959811-31888020	HUVEC|chr16:30960828-31887199
HUVEC|chr16:30959811-31888020	HUVEC|chr16:30960828-31888020
HUVEC|chr16:30959811-31888020	HUVEC|chr16:30960828-31891535
HUVEC|chr16:30959811-31888020	HUVEC|chr16:30965483-31884935
HUVEC|chr16:30959811-31891535	HUVEC|chr16:30960828-31887199
HUVEC|chr16:30959811-31891535	HUVEC|chr16:30960828-31888020
HUVEC|chr16:30959811-31891535	HUVEC|chr16:30960828-31891535
HUVEC|chr16:30960828-31879663	HUVEC|chr16:30960828-31887199
HUVEC|chr16:30960828-31879663	HUVEC|chr16:30960828-31888020
HUVEC|chr16:30960828-31879663	HUVEC|chr16:30965483-31884935
HUVEC|chr16:30960828-31887199	HUVEC|chr16:30960828-31888020
HUVEC|chr16:30960828-31887199	HUVEC|chr16:30960828-31891535
HUVEC|chr16:30960828-31887199	HUVEC|chr16:30965483-31884935
HUVEC|chr16:30960828-31887199	HUVEC|chr16:30970067-31887199
HUVEC|chr16:30960828-31887199	HUVEC|chr16:30970067-31888020
HUVEC|chr16:30960828-31887199	HUVEC|chr16:30970067-31891535
HUVEC|chr16:30960828-31888020	HUVEC|chr16:30960828-31891535
HUVEC|chr16:30960828-31888020	HUVEC|chr16:30965483-31884935
HUVEC|chr16:30960828-31888020	HUVEC|chr16:30970067-31888020
HUVEC|chr16:30960828-31888020	HUVEC|chr16:30970067-31891535
HUVEC|chr16:30960828-31891535	HUVEC|chr16:30970067-31891535
HUVEC|chr16:30965483-31884935	HUVEC|chr16:30970067-31887199
HUVEC|chr16:30965483-31884935	HUVEC|chr16:30970067-31888020
HUVEC|chr16:30965483-31884935	HUVEC|chr16:30970067-31891535
HUVEC|chr16:30970067-31879663	HUVEC|chr16:30970067-31887199
HUVEC|chr16:30970067-31879663	HUVEC|chr16:30970067-31888020
HUVEC|chr16:30970067-31887199	HUVEC|chr16:30970067-31888020
HUVEC|chr16:30970067-31887199	HUVEC|chr16:30970067-31891535
HUVEC|chr16:30970067-31888020	HUVEC|chr16:30970067-31891535
HUVEC|chr16:31008457-31469474	HUVEC|chr16:31009401-31469474
HUVEC|chr16:31008457-31469474	HUVEC|chr16:31009496-31469474
HUVEC|chr16:31009401-31469474	HUVEC|chr16:31009496-31469474
HUVEC|chr16:31472252-31887199	HUVEC|chr16:31472252-31888020
HUVEC|chr16:31472252-31887199	HUVEC|chr16:31472546-31884935
HUVEC|chr16:31472252-31888020	HUVEC|chr16:31472546-31884935
HUVEC|chr16:57624601-57768675	HUVEC|chr16:57625510-57768675
HUVEC|chr16:57624601-58034300	HUVEC|chr16:57625510-58034300
HUVEC|chr16:67700401-67969376	HUVEC|chr16:67701733-67969376
HUVEC|chr16:68018143-68270788	HUVEC|chr16:68019162-68270788
HUVEC|chr1:67000201-67192068	HUVEC|chr1:67000201-67193423
HUVEC|chr1:67000201-67197933	HUVEC|chr1:67000201-67199293
HUVEC|chr16:84544949-84650984	HUVEC|chr16:84545393-84650984
HUVEC|chr16:87800136-87899998	HUVEC|chr16:87800136-87900419
HUVEC|chr16:87812847-87901872	HUVEC|chr16:87813327-87901872
HUVEC|chr16:88519805-88592471	HUVEC|chr16:88519805-88592835
HUVEC|chr16:88519805-88593575	HUVEC|chr16:88519805-88593599
HUVEC|chr17:1612801-1933278	HUVEC|chr17:1613409-1933278
HUVEC|chr17:1612801-1933278	HUVEC|chr17:1613804-1932999
HUVEC|chr17:1612801-1933278	HUVEC|chr17:1613804-1934199
HUVEC|chr17:1612801-1944736	HUVEC|chr17:1613409-1944736
HUVEC|chr17:1613409-1933278	HUVEC|chr17:1613804-1932999
HUVEC|chr17:1613409-1933278	HUVEC|chr17:1613804-1934199
HUVEC|chr17:1613804-1927199	HUVEC|chr17:1613804-1929580
HUVEC|chr17:1613804-1932999	HUVEC|chr17:1613804-1934199
HUVEC|chr17:1621483-1927199	HUVEC|chr17:1621483-1929580
HUVEC|chr17:1621483-1932999	HUVEC|chr17:1621483-1934199
HUVEC|chr17:17588401-17942042	HUVEC|chr17:17590201-17942042
HUVEC|chr17:32740307-33468663	HUVEC|chr17:32740730-33468663
HUVEC|chr17:4607872-4776058	HUVEC|chr17:4607872-4776199
HUVEC|chr17:46102201-46680878	HUVEC|chr17:46103473-46680878
HUVEC|chr17:46114704-46680878	HUVEC|chr17:46115171-46680878
HUVEC|chr17:46114704-46680878	HUVEC|chr17:46115601-46680878
HUVEC|chr17:46115171-46680878	HUVEC|chr17:46115601-46680878
HUVEC|chr17:46126801-46676199	HUVEC|chr17:46126801-46676399
HUVEC|chr17:46126801-46676199	HUVEC|chr17:46126801-46679599
HUVEC|chr17:46126801-46676399	HUVEC|chr17:46126801-46679599
HUVEC|chr17:46126801-46690999	HUVEC|chr17:46126801-46695199
HUVEC|chr17:46126801-46690999	HUVEC|chr17:46126801-46695599
HUVEC|chr17:46126801-46690999	HUVEC|chr17:46126801-46696268
HUVEC|chr17:46126801-46695199	HUVEC|chr17:46126801-46695599
HUVEC|chr17:46126801-46695199	HUVEC|chr17:46126801-46696268
HUVEC|chr17:46126801-46695599	HUVEC|chr17:46126801-46696268
HUVEC|chr17:4614119-4776058	HUVEC|chr17:4614119-4776199
HUVEC|chr17:46302121-46656593	HUVEC|chr17:46302121-46657898
HUVEC|chr17:46315288-46656593	HUVEC|chr17:46315288-46657898
HUVEC|chr17:46323080-46656593	HUVEC|chr17:46323080-46657898
HUVEC|chr17:47786404-47922399	HUVEC|chr17:47786404-47922729
HUVEC|chr17:47786404-48070799	HUVEC|chr17:47786404-48072199
HUVEC|chr17:47786404-48072199	HUVEC|chr17:47786404-48074179
HUVEC|chr17:66255798-66395067	HUVEC|chr17:66255798-66395762
HUVEC|chr17:67577039-68163799	HUVEC|chr17:67577401-68163799
HUVEC|chr17:67590538-68163799	HUVEC|chr17:67595181-68163799
HUVEC|chr17:686181-882193	HUVEC|chr17:686181-882478
HUVEC|chr17:686181-882193	HUVEC|chr17:686181-883199
HUVEC|chr17:686181-882193	HUVEC|chr17:686601-882704
HUVEC|chr17:686181-882478	HUVEC|chr17:686181-883199
HUVEC|chr17:686181-882478	HUVEC|chr17:686601-882704
HUVEC|chr17:686181-883199	HUVEC|chr17:686601-882704
HUVEC|chr17:686181-899652	HUVEC|chr17:686601-899744
HUVEC|chr18:12377405-12659799	HUVEC|chr18:12377405-12660028
HUVEC|chr18:19751792-20032054	HUVEC|chr18:19751792-20032799
HUVEC|chr18:19751792-20140399	HUVEC|chr18:19751792-20141356
HUVEC|chr18:19751792-20140399	HUVEC|chr18:19751792-20141824
HUVEC|chr18:19751792-20140399	HUVEC|chr18:19751792-20143599
HUVEC|chr18:19751792-20140399	HUVEC|chr18:19751792-20143916
HUVEC|chr18:19751792-20141356	HUVEC|chr18:19751792-20141824
HUVEC|chr18:19751792-20141356	HUVEC|chr18:19751792-20143599
HUVEC|chr18:19751792-20141356	HUVEC|chr18:19751792-20143916
HUVEC|chr18:19751792-20141824	HUVEC|chr18:19751792-20143599
HUVEC|chr18:19751792-20141824	HUVEC|chr18:19751792-20143916
HUVEC|chr18:19751792-20143599	HUVEC|chr18:19751792-20143916
HUVEC|chr1:85755201-86173423	HUVEC|chr1:85755601-86173423
HUVEC|chr1:85755201-86173423	HUVEC|chr1:85755677-86173423
HUVEC|chr1:85755601-86173423	HUVEC|chr1:85755677-86173423
HUVEC|chr1:85761001-86173423	HUVEC|chr1:85761578-86173423
HUVEC|chr1:85761578-86173423	HUVEC|chr1:85765133-86173423
HUVEC|chr1:85773870-86041811	HUVEC|chr1:85774961-86041811
HUVEC|chr1:85773870-86173423	HUVEC|chr1:85774961-86173423
HUVEC|chr1:85926813-86041811	HUVEC|chr1:85927525-86041811
HUVEC|chr18:59855554-60087239	HUVEC|chr18:59855554-60087399
HUVEC|chr18:60806001-60987337	HUVEC|chr18:60806464-60987337
HUVEC|chr1:90100586-90226091	HUVEC|chr1:90100586-90227222
HUVEC|chr19:34709401-34849880	HUVEC|chr19:34709526-34849880
HUVEC|chr19:38398577-38712981	HUVEC|chr19:38398577-38713191
HUVEC|chr19:38398577-38712981	HUVEC|chr19:38398577-38713999
HUVEC|chr19:38398577-38712981	HUVEC|chr19:38398577-38714864
HUVEC|chr19:38398577-38713191	HUVEC|chr19:38398577-38713999
HUVEC|chr19:38398577-38713191	HUVEC|chr19:38398577-38714864
HUVEC|chr19:38398577-38713999	HUVEC|chr19:38398577-38714864
HUVEC|chr19:38398577-38714864	HUVEC|chr19:38398577-38717399
HUVEC|chr19:38398577-38717399	HUVEC|chr19:38398577-38719199
HUVEC|chr1:93913201-94311199	HUVEC|chr1:93915149-94310017
HUVEC|chr1:93919401-94311199	HUVEC|chr1:93919960-94311199
HUVEC|chr19:4576274-4638922	HUVEC|chr19:4576401-4638922
HUVEC|chr19:47250074-47477834	HUVEC|chr19:47250074-47478181
HUVEC|chr19:49284534-49495507	HUVEC|chr19:49285801-49495507
HUVEC|chr19:9420948-9902199	HUVEC|chr19:9420948-9902769
HUVEC|chr19:9732801-9902199	HUVEC|chr19:9732801-9902769
HUVEC|chr20:33460643-33542855	HUVEC|chr20:33461201-33542855
HUVEC|chr20:35918683-36007135	HUVEC|chr20:35918683-36007421
HUVEC|chr20:42840183-43270556	HUVEC|chr20:42840183-43274466
HUVEC|chr20:48600536-48780477	HUVEC|chr20:48600536-48781782
HUVEC|chr20:48600536-48781782	HUVEC|chr20:48600536-48782999
HUVEC|chr2:11969401-12856199	HUVEC|chr2:11969415-12856199
HUVEC|chr2:11969401-12856199	HUVEC|chr2:11970001-12856199
HUVEC|chr2:11969401-12856199	HUVEC|chr2:11971198-12856199
HUVEC|chr2:11969401-12856199	HUVEC|chr2:11971462-12856199
HUVEC|chr2:11969415-12856199	HUVEC|chr2:11970001-12856199
HUVEC|chr2:11969415-12856199	HUVEC|chr2:11971198-12856199
HUVEC|chr2:11969415-12856199	HUVEC|chr2:11971462-12856199
HUVEC|chr2:11970001-12856199	HUVEC|chr2:11971198-12856199
HUVEC|chr2:11970001-12856199	HUVEC|chr2:11971462-12856199
HUVEC|chr2:11971198-12856199	HUVEC|chr2:11971462-12856199
HUVEC|chr21:27268125-27541138	HUVEC|chr21:27268630-27541138
HUVEC|chr21:27268125-27541138	HUVEC|chr21:27269478-27541138
HUVEC|chr21:27268125-27541138	HUVEC|chr21:27270395-27541138
HUVEC|chr21:27268630-27541138	HUVEC|chr21:27269478-27541138
HUVEC|chr21:27268630-27541138	HUVEC|chr21:27270395-27541138
HUVEC|chr21:27269478-27541138	HUVEC|chr21:27270395-27541138
HUVEC|chr2:12859397-13145874	HUVEC|chr2:12859397-13146066
HUVEC|chr2:12859397-13145874	HUVEC|chr2:12859397-13146334
HUVEC|chr2:12859397-13145874	HUVEC|chr2:12859397-13146893
HUVEC|chr2:12859397-13146066	HUVEC|chr2:12859397-13146334
HUVEC|chr2:12859397-13146066	HUVEC|chr2:12859397-13146893
HUVEC|chr2:12859397-13146334	HUVEC|chr2:12859397-13146893
HUVEC|chr2:130940964-131094399	HUVEC|chr2:130940964-131095199
HUVEC|chr2:134879121-135165748	HUVEC|chr2:134879121-135167247
HUVEC|chr2:134879121-135165748	HUVEC|chr2:134879121-135167644
HUVEC|chr2:134879121-135167247	HUVEC|chr2:134879121-135167644
HUVEC|chr21:35015292-35254337	HUVEC|chr21:35016382-35254337
HUVEC|chr21:35015292-35269591	HUVEC|chr21:35015292-35270190
HUVEC|chr21:35015292-35269591	HUVEC|chr21:35015292-35271553
HUVEC|chr21:35015292-35269591	HUVEC|chr21:35015292-35271903
HUVEC|chr21:35015292-35269591	HUVEC|chr21:35016382-35269591
HUVEC|chr21:35015292-35269591	HUVEC|chr21:35016382-35270190
HUVEC|chr21:35015292-35269591	HUVEC|chr21:35016382-35271553
HUVEC|chr21:35015292-35269591	HUVEC|chr21:35016382-35271903
HUVEC|chr21:35015292-35270190	HUVEC|chr21:35015292-35271553
HUVEC|chr21:35015292-35270190	HUVEC|chr21:35015292-35271903
HUVEC|chr21:35015292-35270190	HUVEC|chr21:35016382-35269591
HUVEC|chr21:35015292-35270190	HUVEC|chr21:35016382-35270190
HUVEC|chr21:35015292-35270190	HUVEC|chr21:35016382-35271553
HUVEC|chr21:35015292-35270190	HUVEC|chr21:35016382-35271903
HUVEC|chr21:35015292-35271553	HUVEC|chr21:35015292-35271903
HUVEC|chr21:35015292-35271553	HUVEC|chr21:35016382-35270190
HUVEC|chr21:35015292-35271553	HUVEC|chr21:35016382-35271553
HUVEC|chr21:35015292-35271553	HUVEC|chr21:35016382-35271903
HUVEC|chr21:35015292-35271903	HUVEC|chr21:35016382-35271553
HUVEC|chr21:35015292-35271903	HUVEC|chr21:35016382-35271903
HUVEC|chr21:35016382-35269591	HUVEC|chr21:35016382-35270190
HUVEC|chr21:35016382-35269591	HUVEC|chr21:35016382-35271553
HUVEC|chr21:35016382-35269591	HUVEC|chr21:35016382-35271903
HUVEC|chr21:35016382-35270190	HUVEC|chr21:35016382-35271553
HUVEC|chr21:35016382-35270190	HUVEC|chr21:35016382-35271903
HUVEC|chr21:35016382-35271553	HUVEC|chr21:35016382-35271903
HUVEC|chr21:39850601-40176999	HUVEC|chr21:39852568-40176999
HUVEC|chr21:39852568-40176999	HUVEC|chr21:39854401-40176999
HUVEC|chr21:39862201-40176999	HUVEC|chr21:39864601-40176999
HUVEC|chr21:39873007-40176999	HUVEC|chr21:39875601-40176999
HUVEC|chr21:46360640-46552182	HUVEC|chr21:46360640-46552377
HUVEC|chr2:176994501-178008199	HUVEC|chr2:176994501-178013199
HUVEC|chr2:176994501-178013199	HUVEC|chr2:176994501-178018611
