K562|chr10:59939490-60144599	K562|chr10:59949401-60144599
K562|chr1:25696201-26145208	K562|chr1:25739239-26145208
K562|chr1:25696201-26145208	K562|chr1:25740201-26145208
K562|chr1:26911058-27113599	K562|chr1:26930201-27113599
K562|chr1:26911058-27113599	K562|chr1:26930210-27113599
K562|chr1:26911058-27113599	K562|chr1:26930408-27113599
K562|chr1:27426601-27718491	K562|chr1:27442201-27718491
K562|chr1:27426625-27718491	K562|chr1:27442201-27718491
K562|chr1:28969801-29204816	K562|chr1:28976065-29201676
K562|chr1:28969801-29204816	K562|chr1:28976065-29202582
K562|chr1:28969801-29204816	K562|chr1:28976065-29202999
K562|chr1:28969801-29204816	K562|chr1:28976065-29203436
K562|chr1:28969801-29204816	K562|chr1:28976065-29204816
K562|chr1:28969801-29204816	K562|chr1:28976065-29208429
K562|chr1:28969801-29204816	K562|chr1:28976065-29209501
K562|chr1:28974401-29506134	K562|chr1:28976065-29509199
K562|chr1:28974401-29506134	K562|chr1:28982296-29506134
K562|chr1:28974401-29506134	K562|chr1:28995381-29509199
K562|chr1:28974401-29506134	K562|chr1:28996728-29506134
K562|chr1:28976065-29201676	K562|chr1:28976065-29211599
K562|chr1:28976065-29202582	K562|chr1:28976065-29211599
K562|chr1:28976065-29202999	K562|chr1:28976065-29211599
K562|chr1:28976065-29203436	K562|chr1:28976065-29211599
K562|chr1:28976065-29204816	K562|chr1:28976065-29211599
K562|chr1:28976065-29208429	K562|chr1:28976065-29211599
K562|chr1:28976065-29209501	K562|chr1:28976065-29211599
K562|chr13:52014732-52377576	K562|chr13:52027319-52367667
K562|chr13:95085542-95253999	K562|chr13:95085801-95247376
K562|chr13:95085801-95247376	K562|chr13:95085801-95253999
K562|chr13:95085801-95247376	K562|chr13:95086182-95253999
K562|chr14:102427065-102782912	K562|chr14:102439093-102770876
K562|chr14:102427842-102782912	K562|chr14:102439093-102770876
K562|chr14:102429001-102782912	K562|chr14:102439093-102770876
K562|chr14:102429246-102782912	K562|chr14:102439093-102770876
K562|chr14:102439093-102770876	K562|chr14:102439093-102782912
K562|chr14:50066519-50527485	K562|chr14:50089078-50554284
K562|chr14:50066519-50527485	K562|chr14:50089078-50554599
K562|chr14:50066519-50527485	K562|chr14:50089078-50554761
K562|chr14:50066519-50527485	K562|chr14:50102785-50554284
K562|chr14:50066519-50527485	K562|chr14:50102785-50554599
K562|chr14:50066519-50527485	K562|chr14:50102785-50554761
K562|chr14:67877469-68140571	K562|chr14:67892662-68161369
K562|chr14:67881401-68140571	K562|chr14:67892662-68161369
K562|chr14:67883001-68140571	K562|chr14:67892662-68161369
K562|chr14:67883420-68140571	K562|chr14:67892662-68161369
K562|chr14:67886961-68140571	K562|chr14:67892662-68161369
K562|chr14:67888458-68140571	K562|chr14:67892662-68161369
K562|chr14:67888734-68140571	K562|chr14:67892662-68161369
K562|chr14:67892662-68140571	K562|chr14:67892662-68161369
K562|chr14:67892662-68161369	K562|chr14:67893801-68140571
K562|chr14:67892662-68161369	K562|chr14:67893860-68140571
K562|chr14:67892662-68161369	K562|chr14:67895698-68140571
K562|chr1:46993741-47183445	K562|chr1:47001965-47183445
K562|chr1:46993741-47183445	K562|chr1:47002361-47183445
K562|chr1:46993741-47183445	K562|chr1:47011241-47183445
K562|chr1:46993741-47183445	K562|chr1:47012311-47183445
K562|chr1:47081401-47183445	K562|chr1:47088001-47183445
K562|chr1:47082961-47185599	K562|chr1:47088001-47183445
K562|chr1:47082961-47187507	K562|chr1:47088001-47183445
K562|chr1:47083331-47183445	K562|chr1:47088001-47183445
K562|chr1:52871816-53140086	K562|chr1:52890323-53163599
K562|chr1:52871816-53143090	K562|chr1:52890323-53163599
K562|chr15:37179636-37389342	K562|chr15:37189201-37389342
K562|chr15:37179636-37389342	K562|chr15:37189508-37389342
K562|chr15:90824001-91411599	K562|chr15:90852411-91444808
K562|chr15:90824001-91411599	K562|chr15:90863816-91444808
K562|chr15:90824001-91411599	K562|chr15:90873258-91444808
K562|chr15:90849946-91444808	K562|chr15:90852411-91444808
K562|chr15:90849946-91444808	K562|chr15:90863816-91444808
K562|chr15:90849946-91444808	K562|chr15:90873258-91444808
K562|chr15:90852411-91444808	K562|chr15:90896189-91438844
K562|chr15:90863816-91444808	K562|chr15:90896189-91438844
K562|chr15:90873258-91444808	K562|chr15:90896189-91438844
K562|chr16:11036896-11345799	K562|chr16:11060201-11348358
K562|chr16:30951896-31884957	K562|chr16:31037298-31884957
K562|chr16:30953259-31884957	K562|chr16:31037298-31884957
K562|chr16:30953601-31884957	K562|chr16:31037298-31884957
K562|chr16:30959801-31884957	K562|chr16:31037298-31884957
K562|chr16:30960001-31884957	K562|chr16:31037298-31884957
K562|chr16:30962175-31880265	K562|chr16:31037298-31884957
K562|chr16:30962175-31888799	K562|chr16:31037298-31884957
K562|chr16:30962175-31891799	K562|chr16:31037298-31884957
K562|chr16:30965201-31884957	K562|chr16:31037298-31884957
K562|chr16:30965489-31884957	K562|chr16:31037298-31884957
K562|chr16:30967801-31884957	K562|chr16:31037298-31884957
K562|chr16:30970287-31880265	K562|chr16:31037298-31884957
K562|chr16:30970287-31888799	K562|chr16:31037298-31884957
K562|chr16:30970287-31891799	K562|chr16:31037298-31884957
K562|chr16:68003671-68254748	K562|chr16:68003949-68278411
K562|chr16:84539752-84650369	K562|chr16:84548620-84650369
K562|chr16:84539752-84650369	K562|chr16:84548813-84650369
K562|chr16:85452203-85643986	K562|chr16:85470401-85643986
K562|chr16:88593201-88846161	K562|chr16:88615893-88868254
K562|chr16:88597715-88846161	K562|chr16:88615893-88868254
K562|chr17:1588715-1953938	K562|chr17:1608401-1944886
K562|chr17:1588715-1953938	K562|chr17:1608423-1944886
K562|chr17:1588715-1953938	K562|chr17:1608779-1944886
K562|chr17:27950473-28258199	K562|chr17:27966727-28256047
K562|chr17:42278466-42393614	K562|chr17:42288269-42400962
K562|chr17:46066331-46657234	K562|chr17:46101927-46680019
K562|chr17:46066331-46657234	K562|chr17:46103617-46680019
K562|chr17:46066331-46657234	K562|chr17:46104409-46680019
K562|chr17:46066331-46657234	K562|chr17:46105353-46680019
K562|chr17:46066331-46657234	K562|chr17:46114373-46680019
K562|chr17:46066331-46657234	K562|chr17:46123601-46680019
K562|chr17:47493159-47733744	K562|chr17:47493159-47751192
K562|chr17:47493159-47733744	K562|chr17:47493159-47755599
K562|chr17:47493159-47733744	K562|chr17:47493159-47755999
K562|chr17:48929401-49230212	K562|chr17:48945485-49224469
K562|chr17:48930585-49230212	K562|chr17:48945485-49224469
K562|chr17:686693-899652	K562|chr17:686693-913998
K562|chr17:78963303-79212000	K562|chr17:78966579-79195688
K562|chr17:78965201-79212000	K562|chr17:78966579-79195688
K562|chr17:78966579-79195688	K562|chr17:78966579-79208765
K562|chr17:78966579-79195688	K562|chr17:78966579-79218475
K562|chr17:78966579-79195688	K562|chr17:78966990-79212000
K562|chr17:78966579-79208765	K562|chr17:78977567-79196084
K562|chr18:3014237-3625599	K562|chr18:3016860-3593294
K562|chr18:3014237-3625599	K562|chr18:3051911-3602199
K562|chr18:3014237-3627183	K562|chr18:3016860-3593294
K562|chr18:3014237-3631853	K562|chr18:3016860-3593294
K562|chr18:3014237-3633368	K562|chr18:3016860-3593294
K562|chr18:3014237-3635734	K562|chr18:3016860-3593294
K562|chr18:3014237-3639443	K562|chr18:3016860-3593294
K562|chr18:3014237-3643993	K562|chr18:3016860-3593294
K562|chr18:3014237-3649178	K562|chr18:3016860-3593294
K562|chr19:13051283-13345694	K562|chr19:13076668-13371915
K562|chr19:17972986-18107536	K562|chr19:17972986-18110166
K562|chr19:17972986-18107536	K562|chr19:17972986-18117599
K562|chr19:17972986-18107536	K562|chr19:17984742-18111524
K562|chr19:17972986-18108034	K562|chr19:17972986-18110166
K562|chr19:17972986-18108034	K562|chr19:17972986-18117599
K562|chr19:17972986-18108034	K562|chr19:17984742-18111524
K562|chr19:17972986-18108671	K562|chr19:17972986-18110166
K562|chr19:17972986-18108671	K562|chr19:17972986-18117599
K562|chr19:17972986-18108671	K562|chr19:17984742-18111524
K562|chr19:17972986-18109274	K562|chr19:17972986-18110166
K562|chr19:17972986-18109274	K562|chr19:17972986-18117599
K562|chr19:17972986-18109274	K562|chr19:17984742-18111524
K562|chr19:18305980-18521165	K562|chr19:18316594-18512430
K562|chr19:18305980-18521165	K562|chr19:18316594-18512658
K562|chr19:18305980-18521165	K562|chr19:18316594-18512836
K562|chr19:18305980-18521165	K562|chr19:18316594-18518928
K562|chr19:18316594-18359315	K562|chr19:18316594-18362536
K562|chr19:18316594-18496218	K562|chr19:18316594-18512430
K562|chr19:18316594-18496218	K562|chr19:18316594-18512658
K562|chr19:18316594-18496218	K562|chr19:18316594-18512836
K562|chr19:18316594-18512430	K562|chr19:18316832-18527058
K562|chr19:18316594-18512430	K562|chr19:18320016-18527058
K562|chr19:18316594-18512658	K562|chr19:18316832-18527058
K562|chr19:18316594-18512658	K562|chr19:18320016-18527058
K562|chr19:18316594-18512836	K562|chr19:18316832-18527058
K562|chr19:18316594-18512836	K562|chr19:18320016-18527058
K562|chr19:18316594-18518928	K562|chr19:18316832-18527058
K562|chr19:18316594-18518928	K562|chr19:18320016-18527058
K562|chr19:19484330-19753553	K562|chr19:19511001-19773149
K562|chr19:19484330-19773149	K562|chr19:19511001-19773149
K562|chr19:19486307-19753553	K562|chr19:19511001-19773149
K562|chr19:19486307-19773149	K562|chr19:19511001-19773149
K562|chr19:19493982-19753553	K562|chr19:19511001-19773149
K562|chr19:19493982-19773149	K562|chr19:19511001-19773149
K562|chr19:19498384-19753303	K562|chr19:19511001-19773149
K562|chr19:19500601-19753553	K562|chr19:19511001-19773149
K562|chr19:19500601-19773149	K562|chr19:19511001-19773149
K562|chr19:19643044-19753553	K562|chr19:19651401-19753553
K562|chr19:19643601-19753553	K562|chr19:19651401-19753553
K562|chr19:38398552-38851868	K562|chr19:38398552-38883399
K562|chr19:38398552-38851868	K562|chr19:38434556-38864645
K562|chr19:38398552-38861010	K562|chr19:38398552-38883399
K562|chr19:38398552-38861010	K562|chr19:38434556-38864645
K562|chr19:4574871-4639452	K562|chr19:4575401-4639452
K562|chr19:4574871-4639452	K562|chr19:4575781-4639452
K562|chr19:4574871-4639452	K562|chr19:4576618-4639452
K562|chr19:4574871-4639452	K562|chr19:4577601-4639452
K562|chr19:4574871-4639452	K562|chr19:4577686-4639452
K562|chr19:4575401-4639452	K562|chr19:4580752-4639452
K562|chr19:4575781-4639452	K562|chr19:4580752-4639452
K562|chr19:4576618-4639452	K562|chr19:4580752-4639452
K562|chr19:4576618-4639452	K562|chr19:4582292-4639452
K562|chr19:4577601-4639452	K562|chr19:4580752-4639452
K562|chr19:4577601-4639452	K562|chr19:4582292-4639452
K562|chr19:4577686-4639452	K562|chr19:4580752-4639452
K562|chr19:4577686-4639452	K562|chr19:4582292-4639452
K562|chr19:47250154-47461562	K562|chr19:47250154-47479534
K562|chr19:47250154-47461562	K562|chr19:47250154-47480056
K562|chr19:47250154-47461562	K562|chr19:47250154-47480199
K562|chr19:49123201-49479313	K562|chr19:49150044-49495252
K562|chr19:49123201-49479313	K562|chr19:49150463-49495252
K562|chr19:49123201-49479313	K562|chr19:49151768-49495252
K562|chr19:49123201-49479313	K562|chr19:49153077-49495252
K562|chr19:49123201-49479313	K562|chr19:49154893-49495252
K562|chr19:49123201-49479313	K562|chr19:49156532-49495252
K562|chr19:49123201-49479313	K562|chr19:49158201-49495252
K562|chr19:49123201-49479313	K562|chr19:49158345-49495252
K562|chr19:49144058-49482399	K562|chr19:49150044-49495252
K562|chr19:49144058-49482399	K562|chr19:49150463-49495252
K562|chr19:49144058-49482399	K562|chr19:49151768-49495252
K562|chr19:49144058-49482399	K562|chr19:49153077-49495252
K562|chr19:49144058-49482399	K562|chr19:49154893-49495252
K562|chr19:49144058-49482399	K562|chr19:49156532-49495252
K562|chr19:49144058-49482399	K562|chr19:49158201-49495252
K562|chr19:49144058-49482399	K562|chr19:49158345-49495252
K562|chr19:49144058-49482399	K562|chr19:49164778-49495252
K562|chr19:49144058-49482399	K562|chr19:49166475-49495252
K562|chr19:49150044-49495252	K562|chr19:49151768-49466403
K562|chr19:49150463-49495252	K562|chr19:49151768-49466403
K562|chr19:49151768-49466403	K562|chr19:49151768-49495252
K562|chr19:49151768-49466403	K562|chr19:49153077-49495252
K562|chr19:49151768-49466403	K562|chr19:49154893-49495252
K562|chr19:49151768-49466403	K562|chr19:49156532-49495252
K562|chr19:49151768-49466403	K562|chr19:49158201-49495252
K562|chr19:49151768-49466403	K562|chr19:49158345-49495252
K562|chr19:49151768-49466403	K562|chr19:49164778-49495252
K562|chr19:49151768-49466403	K562|chr19:49166475-49495252
K562|chr19:49156532-49495252	K562|chr19:49189142-49495252
K562|chr19:49158201-49495252	K562|chr19:49189142-49495252
K562|chr19:49158345-49495252	K562|chr19:49189142-49495252
K562|chr19:49164778-49495252	K562|chr19:49189142-49495252
K562|chr19:49166475-49495252	K562|chr19:49189142-49495252
K562|chr19:49377601-49469999	K562|chr19:49382401-49466403
K562|chr20:32900484-33102869	K562|chr20:32910801-33102869
K562|chr20:32904444-33102869	K562|chr20:32910801-33102869
K562|chr20:33413979-34027133	K562|chr20:33461090-34016964
K562|chr20:35919401-36013599	K562|chr20:35919401-36022763
K562|chr20:39597863-39945249	K562|chr20:39597863-39968807
K562|chr20:42833327-43104092	K562|chr20:42840530-43085699
K562|chr20:42840530-43085699	K562|chr20:42840530-43107199
K562|chr20:48542844-49126253	K562|chr20:48600904-49174954
K562|chr20:48600904-48795714	K562|chr20:48600904-48811599
K562|chr20:48600904-48795714	K562|chr20:48610264-48806733
K562|chr20:48600904-48796107	K562|chr20:48600904-48811599
K562|chr20:48600904-48796107	K562|chr20:48610264-48806733
K562|chr20:48600904-48797166	K562|chr20:48600904-48811599
K562|chr20:48600904-48797166	K562|chr20:48610264-48806733
K562|chr20:48600904-49076999	K562|chr20:48632774-49126253
K562|chr20:48600904-49080579	K562|chr20:48632774-49126253
K562|chr20:48600904-49081199	K562|chr20:48632774-49126253
K562|chr20:48600904-49084458	K562|chr20:48632774-49126253
K562|chr20:48600904-49092142	K562|chr20:48632774-49126253
K562|chr20:48600904-49093660	K562|chr20:48632774-49126253
K562|chr20:48600904-49093999	K562|chr20:48632774-49126253
K562|chr20:48600904-49094663	K562|chr20:48632774-49126253
K562|chr20:48600904-49095399	K562|chr20:48632774-49126253
K562|chr20:48600904-49095931	K562|chr20:48632774-49126253
K562|chr20:48600904-49095999	K562|chr20:48632774-49126253
K562|chr20:48600904-49096260	K562|chr20:48632774-49126253
K562|chr20:48600904-49098408	K562|chr20:48632774-49126253
K562|chr20:48810806-49330506	K562|chr20:48810806-49352356
K562|chr20:48810806-49330506	K562|chr20:48810806-49353799
K562|chr20:48810806-49330506	K562|chr20:48810806-49355427
K562|chr20:48810806-49330506	K562|chr20:48810806-49357571
K562|chr20:48810806-49330506	K562|chr20:48810806-49360694
K562|chr22:39919727-40779921	K562|chr22:39930860-40741726
K562|chr2:27185077-27308520	K562|chr2:27190997-27308520
K562|chr2:28790362-28973599	K562|chr2:28800864-28973599
K562|chr2:28790362-28973599	K562|chr2:28807855-28973599
K562|chr2:48333401-48540599	K562|chr2:48340829-48540599
K562|chr2:48333401-48540599	K562|chr2:48341601-48540599
K562|chr2:48333401-48540599	K562|chr2:48342033-48540599
K562|chr2:48333927-48540599	K562|chr2:48340829-48540599
K562|chr2:48333927-48540599	K562|chr2:48341601-48540599
K562|chr2:48333927-48540599	K562|chr2:48342033-48540599
K562|chr2:48334122-48540599	K562|chr2:48340829-48540599
K562|chr2:48334122-48540599	K562|chr2:48341601-48540599
K562|chr2:48334122-48540599	K562|chr2:48342033-48540599
K562|chr2:48335027-48540599	K562|chr2:48340829-48540599
