IMR90|chr10:104678401-105001199	IMR90|chr10:104678401-105001599
IMR90|chr12:6178201-6579799	IMR90|chr12:6179201-6579799
IMR90|chr12:6178201-6579799	IMR90|chr12:6179601-6579799
IMR90|chr12:6178401-6579799	IMR90|chr12:6178601-6579799
IMR90|chr12:6178401-6579799	IMR90|chr12:6179201-6579799
IMR90|chr12:6178401-6579799	IMR90|chr12:6179601-6579799
IMR90|chr12:6178601-6579799	IMR90|chr12:6179201-6579799
IMR90|chr12:6178601-6579799	IMR90|chr12:6179601-6579799
IMR90|chr12:6179201-6579799	IMR90|chr12:6179601-6579799
IMR90|chr12:64217001-64797799	IMR90|chr12:64217201-64797799
IMR90|chr12:64954601-65003999	IMR90|chr12:64954801-65003999
IMR90|chr12:67663201-67828199	IMR90|chr12:67663201-67828399
IMR90|chr12:67663201-67828199	IMR90|chr12:67663201-67828599
IMR90|chr12:67663201-67828199	IMR90|chr12:67663201-67828799
IMR90|chr12:67663201-67828199	IMR90|chr12:67663201-67829199
IMR90|chr12:67663201-67828399	IMR90|chr12:67663201-67828599
IMR90|chr12:67663201-67828399	IMR90|chr12:67663201-67828799
IMR90|chr12:67663201-67828399	IMR90|chr12:67663201-67829199
IMR90|chr12:67663201-67828599	IMR90|chr12:67663201-67828799
IMR90|chr12:67663201-67828599	IMR90|chr12:67663201-67829199
IMR90|chr12:67663201-67828799	IMR90|chr12:67663201-67829199
IMR90|chr12:685401-861199	IMR90|chr12:686001-861199
IMR90|chr12:68758601-69080399	IMR90|chr12:68759601-69080399
IMR90|chr12:68758601-69080399	IMR90|chr12:68760001-69080399
IMR90|chr12:68759601-69080399	IMR90|chr12:68760001-69080399
IMR90|chr12:75785201-75873399	IMR90|chr12:75785801-75874199
IMR90|chr1:27625401-27718999	IMR90|chr1:27626201-27718999
IMR90|chr12:89863401-89919999	IMR90|chr12:89863601-89919999
IMR90|chr12:92377001-92539599	IMR90|chr12:92378601-92539599
IMR90|chr12:92378601-92539599	IMR90|chr12:92378801-92539599
IMR90|chr12:92378601-92539599	IMR90|chr12:92380201-92539599
IMR90|chr12:92378801-92539599	IMR90|chr12:92380201-92539599
IMR90|chr1:33560801-33938199	IMR90|chr1:33562601-33938199
IMR90|chr1:33562601-33938199	IMR90|chr1:33566201-33938199
IMR90|chr1:33856201-33896399	IMR90|chr1:33856601-33896399
IMR90|chr1:33858201-33896399	IMR90|chr1:33858401-33896399
IMR90|chr13:42031801-42220199	IMR90|chr13:42031801-42221999
IMR90|chr13:42031801-42221999	IMR90|chr13:42031801-42222199
IMR90|chr13:42031801-42221999	IMR90|chr13:42031801-42222799
IMR90|chr13:42031801-42221999	IMR90|chr13:42031801-42223399
IMR90|chr13:42031801-42222199	IMR90|chr13:42031801-42222799
IMR90|chr13:42031801-42222199	IMR90|chr13:42031801-42223399
IMR90|chr13:42031801-42222799	IMR90|chr13:42031801-42223399
IMR90|chr13:47127401-47290999	IMR90|chr13:47127401-47291199
IMR90|chr13:50656401-51100799	IMR90|chr13:50656401-51102999
IMR90|chr13:50656401-51102999	IMR90|chr13:50656401-51105799
IMR90|chr13:75940201-76056199	IMR90|chr13:75940601-76056199
IMR90|chr13:75940201-76056199	IMR90|chr13:75940801-76056199
IMR90|chr13:75940201-76056199	IMR90|chr13:75941201-76056199
IMR90|chr13:75940201-76123599	IMR90|chr13:75940601-76123599
IMR90|chr13:75940201-76123599	IMR90|chr13:75940801-76123599
IMR90|chr13:75940201-76123599	IMR90|chr13:75941201-76123599
IMR90|chr13:75940601-76056199	IMR90|chr13:75940801-76056199
IMR90|chr13:75940601-76056199	IMR90|chr13:75941201-76056199
IMR90|chr13:75940601-76123599	IMR90|chr13:75940801-76123599
IMR90|chr13:75940601-76123599	IMR90|chr13:75941201-76123599
IMR90|chr13:75940801-76056199	IMR90|chr13:75941201-76056199
IMR90|chr13:75940801-76123599	IMR90|chr13:75941201-76123599
IMR90|chr13:75941201-76123599	IMR90|chr13:75942801-76123599
IMR90|chr13:75942801-76123599	IMR90|chr13:75944401-76123599
IMR90|chr1:39325601-39551799	IMR90|chr1:39325601-39552199
IMR90|chr1:39325601-39551799	IMR90|chr1:39325601-39552999
IMR90|chr1:39325601-39552199	IMR90|chr1:39325601-39552999
IMR90|chr1:39325601-39555599	IMR90|chr1:39325601-39556199
IMR90|chr14:102994001-103058199	IMR90|chr14:102994401-103058199
IMR90|chr14:20882601-21150599	IMR90|chr14:20884401-21150599
IMR90|chr14:20930201-21153799	IMR90|chr14:20930201-21153999
IMR90|chr14:20930201-21153799	IMR90|chr14:20930201-21154199
IMR90|chr14:20930201-21153999	IMR90|chr14:20930201-21154199
IMR90|chr14:23020801-23526599	IMR90|chr14:23025401-23526599
IMR90|chr14:23790801-24026599	IMR90|chr14:23790801-24026799
IMR90|chr14:24712401-24765799	IMR90|chr14:24712401-24766199
IMR90|chr14:24712401-24767799	IMR90|chr14:24712401-24767999
IMR90|chr14:50786601-50999199	IMR90|chr14:50787401-50999199
IMR90|chr14:50786601-50999199	IMR90|chr14:50788601-50999199
IMR90|chr14:50787401-50999199	IMR90|chr14:50788601-50999199
IMR90|chr1:45301601-45477799	IMR90|chr1:45302001-45477799
IMR90|chr1:45480401-45956399	IMR90|chr1:45480601-45956399
IMR90|chr14:61448001-61718999	IMR90|chr14:61448001-61719399
IMR90|chr14:61448001-61718999	IMR90|chr14:61448001-61719799
IMR90|chr14:61448001-61719399	IMR90|chr14:61448001-61719799
IMR90|chr14:96001401-96552199	IMR90|chr14:96001401-96556799
IMR90|chr14:96001401-96556799	IMR90|chr14:96001401-96559199
IMR90|chr15:101442401-101791799	IMR90|chr15:101442601-101791799
IMR90|chr15:101442401-101791799	IMR90|chr15:101443401-101791799
IMR90|chr15:101442601-101791799	IMR90|chr15:101443401-101791799
IMR90|chr1:53308201-53649799	IMR90|chr1:53308201-53650399
IMR90|chr1:53308201-53649799	IMR90|chr1:53308201-53650999
IMR90|chr1:53308201-53650399	IMR90|chr1:53308201-53650999
IMR90|chr1:53308201-53650999	IMR90|chr1:53308201-53653999
IMR90|chr1:53308201-53653999	IMR90|chr1:53308201-53654799
IMR90|chr1:53308201-53653999	IMR90|chr1:53308201-53654999
IMR90|chr1:53308201-53653999	IMR90|chr1:53308201-53655199
IMR90|chr1:53308201-53654799	IMR90|chr1:53308201-53654999
IMR90|chr1:53308201-53654799	IMR90|chr1:53308201-53655199
IMR90|chr1:53308201-53654999	IMR90|chr1:53308201-53655199
IMR90|chr15:45455601-45694399	IMR90|chr15:45456001-45694399
IMR90|chr15:49158601-49255599	IMR90|chr15:49158801-49255599
IMR90|chr15:49528401-49715199	IMR90|chr15:49529401-49715199
IMR90|chr15:49715401-50341399	IMR90|chr15:49715401-50344399
IMR90|chr15:49715401-50429799	IMR90|chr15:49715401-50436999
IMR90|chr15:49715401-50436999	IMR90|chr15:49715401-50437199
IMR90|chr15:49715401-50436999	IMR90|chr15:49715401-50437599
IMR90|chr15:49715401-50436999	IMR90|chr15:49715401-50437799
IMR90|chr15:49715401-50437199	IMR90|chr15:49715401-50437599
IMR90|chr15:49715401-50437199	IMR90|chr15:49715401-50437799
IMR90|chr15:49715401-50437599	IMR90|chr15:49715401-50437799
IMR90|chr15:63181601-63334799	IMR90|chr15:63182401-63334799
IMR90|chr15:63186801-63334799	IMR90|chr15:63187201-63334799
IMR90|chr15:63189201-63334799	IMR90|chr15:63189401-63334799
IMR90|chr15:63189201-63334799	IMR90|chr15:63190201-63334799
IMR90|chr15:63189401-63334799	IMR90|chr15:63190201-63334799
IMR90|chr15:92397601-92612599	IMR90|chr15:92397601-92612799
IMR90|chr15:92397601-92612599	IMR90|chr15:92397601-92613199
IMR90|chr15:92397601-92612799	IMR90|chr15:92397601-92613199
IMR90|chr16:30856801-30933599	IMR90|chr16:30857001-30933599
IMR90|chr16:4030601-4303399	IMR90|chr16:4031401-4303399
IMR90|chr16:4030601-4303399	IMR90|chr16:4033201-4303399
IMR90|chr16:4031401-4303399	IMR90|chr16:4033201-4303399
IMR90|chr16:4031401-4303399	IMR90|chr16:4033401-4303399
IMR90|chr16:4031401-4303399	IMR90|chr16:4033601-4303399
IMR90|chr16:4033201-4303399	IMR90|chr16:4033401-4303399
IMR90|chr16:4033201-4303399	IMR90|chr16:4033601-4303399
IMR90|chr16:4033401-4303399	IMR90|chr16:4033601-4303399
IMR90|chr1:64240401-64385999	IMR90|chr1:64240401-64386399
IMR90|chr1:64240401-64385999	IMR90|chr1:64240401-64386799
IMR90|chr1:64240401-64386399	IMR90|chr1:64240401-64386799
IMR90|chr1:64240401-64600999	IMR90|chr1:64240401-64603199
IMR90|chr16:640201-676999	IMR90|chr16:640201-677199
IMR90|chr16:75033201-75139199	IMR90|chr16:75033201-75139799
IMR90|chr1:68027801-68150599	IMR90|chr1:68028001-68150599
IMR90|chr16:86255201-86543999	IMR90|chr16:86256801-86543999
IMR90|chr16:86255201-86543999	IMR90|chr16:86257201-86543999
IMR90|chr16:86255201-86543999	IMR90|chr16:86257801-86543999
IMR90|chr16:86256801-86543999	IMR90|chr16:86257201-86543999
IMR90|chr16:86256801-86543999	IMR90|chr16:86257801-86543999
IMR90|chr16:86256801-86543999	IMR90|chr16:86258201-86543999
IMR90|chr16:86257201-86543999	IMR90|chr16:86257801-86543999
IMR90|chr16:86257201-86543999	IMR90|chr16:86258201-86543999
IMR90|chr16:86257801-86543999	IMR90|chr16:86258201-86543999
IMR90|chr17:39894801-40118599	IMR90|chr17:39896601-40118599
IMR90|chr17:45570401-45698799	IMR90|chr17:45570401-45699199
IMR90|chr17:45570401-45698799	IMR90|chr17:45570401-45699599
IMR90|chr17:45570401-45699199	IMR90|chr17:45570401-45699599
IMR90|chr17:48944201-49030799	IMR90|chr17:48944201-49030999
IMR90|chr17:48944201-49032199	IMR90|chr17:48944201-49032399
IMR90|chr17:48944201-49032399	IMR90|chr17:48944201-49033199
IMR90|chr17:71308401-71361399	IMR90|chr17:71308401-71361599
IMR90|chr17:71308401-71361399	IMR90|chr17:71308401-71361799
IMR90|chr17:71308401-71361599	IMR90|chr17:71308401-71361799
IMR90|chr17:71308401-71361799	IMR90|chr17:71308401-71362199
IMR90|chr17:71308401-71362199	IMR90|chr17:71308401-71362399
IMR90|chr1:77747801-78000199	IMR90|chr1:77747801-78002199
IMR90|chr1:77747801-78002199	IMR90|chr1:77747801-78004399
IMR90|chr1:77747801-78004399	IMR90|chr1:77747801-78005399
IMR90|chr1:77747801-78004399	IMR90|chr1:77747801-78006199
IMR90|chr1:77747801-78005399	IMR90|chr1:77747801-78006199
IMR90|chr1:77747801-78006199	IMR90|chr1:77747801-78008599
IMR90|chr17:7819401-7890199	IMR90|chr17:7819401-7890599
IMR90|chr17:7819401-7944199	IMR90|chr17:7819401-7944599
IMR90|chr17:900401-964199	IMR90|chr17:900401-964599
IMR90|chr18:11851401-12280599	IMR90|chr18:11851401-12281599
IMR90|chr1:841201-895799	IMR90|chr1:841401-895799
IMR90|chr18:65184601-65336199	IMR90|chr18:65184601-65336399
IMR90|chr18:65184601-65336199	IMR90|chr18:65184601-65336999
IMR90|chr18:65184601-65336199	IMR90|chr18:65184601-65337599
IMR90|chr18:65184601-65336399	IMR90|chr18:65184601-65336999
IMR90|chr18:65184601-65336399	IMR90|chr18:65184601-65337599
IMR90|chr18:65184601-65336399	IMR90|chr18:65184601-65337799
IMR90|chr18:65184601-65336999	IMR90|chr18:65184601-65337599
IMR90|chr18:65184601-65336999	IMR90|chr18:65184601-65337799
IMR90|chr18:65184601-65336999	IMR90|chr18:65184601-65338199
IMR90|chr18:65184601-65337599	IMR90|chr18:65184601-65337799
IMR90|chr18:65184601-65337599	IMR90|chr18:65184601-65338199
IMR90|chr18:65184601-65337799	IMR90|chr18:65184601-65338199
IMR90|chr18:67956201-68089599	IMR90|chr18:67956201-68090799
IMR90|chr18:74207401-74275599	IMR90|chr18:74207401-74276199
IMR90|chr18:74207401-74278399	IMR90|chr18:74207401-74278999
IMR90|chr18:74207401-74398799	IMR90|chr18:74207401-74398999
IMR90|chr1:89458801-90222999	IMR90|chr1:89458801-90227999
IMR90|chr1:89458801-90222999	IMR90|chr1:89458801-90229199
IMR90|chr1:89458801-90227999	IMR90|chr1:89458801-90229199
IMR90|chr19:10056801-10362399	IMR90|chr19:10058201-10362399
IMR90|chr19:36036601-36206399	IMR90|chr19:36036601-36206599
IMR90|chr19:42613201-42829599	IMR90|chr19:42613601-42829599
IMR90|chr19:42613201-42829599	IMR90|chr19:42615201-42829599
IMR90|chr19:42613201-42901199	IMR90|chr19:42613601-42901199
IMR90|chr19:42613201-42901199	IMR90|chr19:42615201-42901199
IMR90|chr19:42613601-42829599	IMR90|chr19:42615201-42829599
IMR90|chr19:42613601-42901199	IMR90|chr19:42615201-42901199
IMR90|chr19:42613601-42901199	IMR90|chr19:42616201-42901199
IMR90|chr19:42613601-42901199	IMR90|chr19:42616401-42901199
IMR90|chr19:42615201-42829599	IMR90|chr19:42616201-42829599
IMR90|chr19:42615201-42829599	IMR90|chr19:42616401-42829599
IMR90|chr19:42615201-42829599	IMR90|chr19:42617201-42829599
IMR90|chr19:42615201-42901199	IMR90|chr19:42616201-42901199
IMR90|chr19:42615201-42901199	IMR90|chr19:42616401-42901199
IMR90|chr19:42615201-42901199	IMR90|chr19:42617201-42901199
IMR90|chr19:42615201-42901199	IMR90|chr19:42618001-42901199
IMR90|chr19:42616201-42829599	IMR90|chr19:42616401-42829599
IMR90|chr19:42616201-42829599	IMR90|chr19:42617201-42829599
IMR90|chr19:42616201-42829599	IMR90|chr19:42618001-42829599
IMR90|chr19:42616201-42901199	IMR90|chr19:42616401-42901199
IMR90|chr19:42616201-42901199	IMR90|chr19:42617201-42901199
IMR90|chr19:42616201-42901199	IMR90|chr19:42618001-42901199
IMR90|chr19:42616201-42901199	IMR90|chr19:42619001-42901199
IMR90|chr19:42616401-42829599	IMR90|chr19:42617201-42829599
IMR90|chr19:42616401-42829599	IMR90|chr19:42618001-42829599
IMR90|chr19:42616401-42901199	IMR90|chr19:42617201-42901199
IMR90|chr19:42616401-42901199	IMR90|chr19:42618001-42901199
IMR90|chr19:42616401-42901199	IMR90|chr19:42619001-42901199
IMR90|chr19:42616401-42901199	IMR90|chr19:42619201-42901199
IMR90|chr19:42617201-42829599	IMR90|chr19:42618001-42829599
IMR90|chr19:42617201-42829599	IMR90|chr19:42619001-42829599
IMR90|chr19:42617201-42829599	IMR90|chr19:42619201-42829599
IMR90|chr19:42617201-42901199	IMR90|chr19:42618001-42901199
IMR90|chr19:42617201-42901199	IMR90|chr19:42619001-42901199
IMR90|chr19:42617201-42901199	IMR90|chr19:42619201-42901199
IMR90|chr19:42618001-42829599	IMR90|chr19:42619001-42829599
IMR90|chr19:42618001-42829599	IMR90|chr19:42619201-42829599
IMR90|chr19:42618001-42901199	IMR90|chr19:42619001-42901199
IMR90|chr19:42618001-42901199	IMR90|chr19:42619201-42901199
IMR90|chr19:42619001-42829599	IMR90|chr19:42619201-42829599
IMR90|chr19:42619001-42901199	IMR90|chr19:42619201-42901199
IMR90|chr19:45227001-45349199	IMR90|chr19:45227201-45349199
IMR90|chr19:45227201-45349199	IMR90|chr19:45228401-45349199
IMR90|chr19:45228401-45349199	IMR90|chr19:45229201-45349199
IMR90|chr19:4815401-4867599	IMR90|chr19:4815801-4867599
IMR90|chr19:4815801-4867599	IMR90|chr19:4816001-4867599
IMR90|chr19:4815801-4867599	IMR90|chr19:4816201-4867599
IMR90|chr19:4816001-4867599	IMR90|chr19:4816201-4867599
IMR90|chr1:9932801-10003399	IMR90|chr1:9933201-10003399
IMR90|chr1:9932801-10003399	IMR90|chr1:9933401-10003399
IMR90|chr1:9933201-10003399	IMR90|chr1:9933401-10003399
IMR90|chr20:24974201-25176199	IMR90|chr20:24974401-25176199
IMR90|chr20:24974201-25176199	IMR90|chr20:24974801-25176199
IMR90|chr20:24974201-25176199	IMR90|chr20:24975801-25176199
IMR90|chr20:24974201-25176199	IMR90|chr20:24976201-25176199
IMR90|chr20:24974401-25176199	IMR90|chr20:24974801-25176199
IMR90|chr20:24974401-25176199	IMR90|chr20:24975801-25176199
IMR90|chr20:24974401-25176199	IMR90|chr20:24976201-25176199
IMR90|chr20:24974801-25176199	IMR90|chr20:24975801-25176199
IMR90|chr20:24974801-25176199	IMR90|chr20:24976201-25176199
IMR90|chr20:24975801-25176199	IMR90|chr20:24976201-25176199
IMR90|chr20:24975801-25388199	IMR90|chr20:24976201-25388199
IMR90|chr20:30250201-30311399	IMR90|chr20:30250401-30311399
IMR90|chr20:335401-633999	IMR90|chr20:335601-633999
IMR90|chr20:34330601-34471199	IMR90|chr20:34330601-34472199
IMR90|chr20:34330601-34478399	IMR90|chr20:34330601-34479199
IMR90|chr20:48599601-48780199	IMR90|chr20:48599601-48780999
IMR90|chr20:48599601-48780199	IMR90|chr20:48599601-48781799
IMR90|chr20:48599601-48780999	IMR90|chr20:48599601-48781799
IMR90|chr20:48599601-48781799	IMR90|chr20:48599601-48783199
IMR90|chr20:48599601-48781799	IMR90|chr20:48599601-48783599
IMR90|chr20:48599601-48783199	IMR90|chr20:48599601-48783599
IMR90|chr20:60642601-60697399	IMR90|chr20:60643001-60697399
IMR90|chr20:62167801-62496399	IMR90|chr20:62168001-62496399
IMR90|chr20:62167801-62496399	IMR90|chr20:62168201-62496399
IMR90|chr20:62167801-62496399	IMR90|chr20:62170001-62496399
IMR90|chr20:62168001-62496399	IMR90|chr20:62168201-62496399
IMR90|chr20:62168001-62496399	IMR90|chr20:62170001-62496399
IMR90|chr20:62168201-62496399	IMR90|chr20:62170001-62496399
IMR90|chr2:11971401-12856799	IMR90|chr2:11972801-12856799
IMR90|chr2:11971401-12856799	IMR90|chr2:11974201-12856799
IMR90|chr2:11972801-12856799	IMR90|chr2:11974201-12856799
IMR90|chr2:12454201-12856799	IMR90|chr2:12458001-12856799
IMR90|chr2:12454201-12856799	IMR90|chr2:12458201-12856799
IMR90|chr2:12458001-12856799	IMR90|chr2:12458201-12856799
IMR90|chr2:12458001-12856799	IMR90|chr2:12458401-12856799
IMR90|chr2:12458001-12856799	IMR90|chr2:12459001-12856799
IMR90|chr2:12458001-12856799	IMR90|chr2:12459401-12856799
IMR90|chr2:12458001-12856799	IMR90|chr2:12461001-12856799
IMR90|chr2:12458201-12856799	IMR90|chr2:12458401-12856799
IMR90|chr2:12458201-12856799	IMR90|chr2:12459001-12856799
IMR90|chr2:12458201-12856799	IMR90|chr2:12459401-12856799
IMR90|chr2:12458201-12856799	IMR90|chr2:12461001-12856799
IMR90|chr2:12458401-12856799	IMR90|chr2:12459001-12856799
IMR90|chr2:12458401-12856799	IMR90|chr2:12459401-12856799
IMR90|chr2:12458401-12856799	IMR90|chr2:12461001-12856799
IMR90|chr2:12459001-12856799	IMR90|chr2:12459401-12856799
IMR90|chr2:12459001-12856799	IMR90|chr2:12461001-12856799
IMR90|chr2:12459401-12856799	IMR90|chr2:12461001-12856799
IMR90|chr2:130940401-131094399	IMR90|chr2:130940401-131095599
IMR90|chr2:130940401-131094399	IMR90|chr2:130940401-131095799
