IMR90|chr10:101736400-101736800	IMR90|chr10:101737000-101737400
IMR90|chr1:31282200-31282400	IMR90|chr1:31282400-31282600
IMR90|chr13:27927800-27928000	IMR90|chr13:27928000-27928400
IMR90|chr13:27927800-27928000	IMR90|chr13:27928400-27928600
IMR90|chr13:27928000-27928400	IMR90|chr13:27928400-27928600
IMR90|chr1:33856200-33856600	IMR90|chr1:33856600-33857200
IMR90|chr1:33858000-33858200	IMR90|chr1:33858200-33858400
IMR90|chr13:41711600-41712000	IMR90|chr13:41712200-41712400
IMR90|chr13:41712200-41712400	IMR90|chr13:41712400-41712600
IMR90|chr13:42217600-42217800	IMR90|chr13:42218000-42218400
IMR90|chr13:42218000-42218400	IMR90|chr13:42218600-42218800
IMR90|chr13:42219600-42219800	IMR90|chr13:42219800-42220000
IMR90|chr13:42219800-42220000	IMR90|chr13:42220200-42220600
IMR90|chr13:42222000-42222200	IMR90|chr13:42222200-42222400
IMR90|chr13:42222200-42222400	IMR90|chr13:42222800-42223000
IMR90|chr13:47291000-47291200	IMR90|chr13:47291200-47291400
IMR90|chr13:75939600-75940200	IMR90|chr13:75940200-75940600
IMR90|chr13:75940200-75940600	IMR90|chr13:75940600-75940800
IMR90|chr13:75940600-75940800	IMR90|chr13:75941000-75941200
IMR90|chr1:39555600-39556200	IMR90|chr1:39556200-39556400
IMR90|chr14:102993800-102994000	IMR90|chr14:102994000-102994400
IMR90|chr14:20877200-20877400	IMR90|chr14:20877400-20877600
IMR90|chr14:20877200-20877400	IMR90|chr14:20877600-20877800
IMR90|chr14:20877400-20877600	IMR90|chr14:20877600-20877800
IMR90|chr14:21153800-21154000	IMR90|chr14:21154000-21154200
IMR90|chr14:21153800-21154000	IMR90|chr14:21154200-21154400
IMR90|chr14:21154000-21154200	IMR90|chr14:21154200-21154400
IMR90|chr14:24026600-24026800	IMR90|chr14:24026800-24027200
IMR90|chr14:24716000-24716200	IMR90|chr14:24716200-24716400
IMR90|chr14:24765800-24766200	IMR90|chr14:24766200-24766600
IMR90|chr14:24767800-24768000	IMR90|chr14:24768000-24768200
IMR90|chr14:32938200-32938400	IMR90|chr14:32938400-32938600
IMR90|chr14:34971200-34971400	IMR90|chr14:34971400-34971600
IMR90|chr14:34971400-34971600	IMR90|chr14:34971600-34972200
IMR90|chr14:34971600-34972200	IMR90|chr14:34972200-34972600
IMR90|chr14:34972200-34972600	IMR90|chr14:34972600-34972800
IMR90|chr1:45301400-45301600	IMR90|chr1:45301600-45302000
IMR90|chr1:45479800-45480000	IMR90|chr1:45480200-45480400
IMR90|chr1:45479800-45480000	IMR90|chr1:45480400-45480600
IMR90|chr1:45480200-45480400	IMR90|chr1:45480400-45480600
IMR90|chr14:61719000-61719400	IMR90|chr14:61719400-61719600
IMR90|chr14:61719800-61720400	IMR90|chr14:61720400-61720600
IMR90|chr14:96561800-96562200	IMR90|chr14:96562400-96562600
IMR90|chr14:96562400-96562600	IMR90|chr14:96562600-96562800
IMR90|chr15:101442000-101442400	IMR90|chr15:101442400-101442600
IMR90|chr1:53650400-53651000	IMR90|chr1:53651000-53651200
IMR90|chr1:53654800-53655000	IMR90|chr1:53655000-53655200
IMR90|chr1:53654800-53655000	IMR90|chr1:53655200-53655400
IMR90|chr1:53655000-53655200	IMR90|chr1:53655200-53655400
IMR90|chr15:50347000-50347600	IMR90|chr15:50347600-50348000
IMR90|chr15:50437000-50437200	IMR90|chr15:50437200-50437400
IMR90|chr15:50437000-50437200	IMR90|chr15:50437600-50437800
IMR90|chr15:50437200-50437400	IMR90|chr15:50437600-50437800
IMR90|chr15:50437200-50437400	IMR90|chr15:50437800-50438000
IMR90|chr15:50437600-50437800	IMR90|chr15:50437800-50438000
IMR90|chr15:63186600-63186800	IMR90|chr15:63187000-63187200
IMR90|chr15:69695400-69695600	IMR90|chr15:69695800-69696000
IMR90|chr15:69695400-69695600	IMR90|chr15:69696000-69696200
IMR90|chr15:69695800-69696000	IMR90|chr15:69696000-69696200
IMR90|chr15:92612600-92612800	IMR90|chr15:92612800-92613200
IMR90|chr15:92612600-92612800	IMR90|chr15:92613200-92613400
IMR90|chr15:92612800-92613200	IMR90|chr15:92613200-92613400
IMR90|chr16:11058000-11058200	IMR90|chr16:11058400-11058600
IMR90|chr16:17299800-17300000	IMR90|chr16:17300000-17300200
IMR90|chr16:30856200-30856800	IMR90|chr16:30856800-30857000
IMR90|chr16:4033000-4033200	IMR90|chr16:4033200-4033400
IMR90|chr16:4033000-4033200	IMR90|chr16:4033400-4033600
IMR90|chr16:4033200-4033400	IMR90|chr16:4033400-4033600
IMR90|chr1:64386000-64386200	IMR90|chr1:64386400-64386600
IMR90|chr1:64386400-64386600	IMR90|chr1:64386800-64387200
IMR90|chr16:671800-672400	IMR90|chr16:672400-672800
IMR90|chr16:67302200-67302600	IMR90|chr16:67302600-67302800
IMR90|chr16:676400-676800	IMR90|chr16:677000-677200
IMR90|chr16:677000-677200	IMR90|chr16:677200-677600
IMR90|chr16:75139200-75139600	IMR90|chr16:75139800-75140200
IMR90|chr16:75141000-75141200	IMR90|chr16:75141400-75141800
IMR90|chr1:68027600-68027800	IMR90|chr1:68027800-68028000
IMR90|chr16:86248400-86248600	IMR90|chr16:86248800-86249000
IMR90|chr16:86256600-86256800	IMR90|chr16:86256800-86257200
IMR90|chr16:86256800-86257200	IMR90|chr16:86257200-86257800
IMR90|chr17:1477200-1477400	IMR90|chr17:1477400-1478000
IMR90|chr17:1477400-1478000	IMR90|chr17:1478000-1478200
IMR90|chr17:1480400-1480800	IMR90|chr17:1480800-1481400
IMR90|chr17:17929400-17929600	IMR90|chr17:17930000-17930200
IMR90|chr17:40263400-40263600	IMR90|chr17:40263600-40263800
IMR90|chr17:45698800-45699200	IMR90|chr17:45699200-45699400
IMR90|chr17:45699200-45699400	IMR90|chr17:45699600-45700000
IMR90|chr17:48929400-48929600	IMR90|chr17:48930000-48930200
IMR90|chr17:49030800-49031000	IMR90|chr17:49031000-49031200
IMR90|chr17:49032200-49032400	IMR90|chr17:49032400-49032600
IMR90|chr17:71361400-71361600	IMR90|chr17:71361600-71361800
IMR90|chr17:71361400-71361600	IMR90|chr17:71361800-71362200
IMR90|chr17:71361600-71361800	IMR90|chr17:71361800-71362200
IMR90|chr17:71361600-71361800	IMR90|chr17:71362200-71362400
IMR90|chr17:71361800-71362200	IMR90|chr17:71362200-71362400
IMR90|chr17:7890200-7890600	IMR90|chr17:7890600-7891000
IMR90|chr17:7944200-7944600	IMR90|chr17:7944600-7944800
IMR90|chr17:964200-964400	IMR90|chr17:964600-964800
IMR90|chr1:841000-841200	IMR90|chr1:841200-841400
IMR90|chr18:56239000-56239200	IMR90|chr18:56239400-56239600
IMR90|chr18:65336200-65336400	IMR90|chr18:65336400-65336800
IMR90|chr18:65336400-65336800	IMR90|chr18:65337000-65337200
IMR90|chr18:65337000-65337200	IMR90|chr18:65337600-65337800
IMR90|chr18:65337600-65337800	IMR90|chr18:65337800-65338200
IMR90|chr18:65337800-65338200	IMR90|chr18:65338200-65338800
IMR90|chr18:68088200-68088800	IMR90|chr18:68088800-68089000
IMR90|chr18:68088800-68089000	IMR90|chr18:68089000-68089400
IMR90|chr18:74275600-74275800	IMR90|chr18:74276200-74276400
IMR90|chr18:74278400-74278800	IMR90|chr18:74279000-74279400
IMR90|chr18:74398800-74399000	IMR90|chr18:74399000-74399200
IMR90|chr19:36206400-36206600	IMR90|chr19:36206600-36206800
IMR90|chr19:42613000-42613200	IMR90|chr19:42613200-42613600
IMR90|chr19:42615600-42616200	IMR90|chr19:42616200-42616400
IMR90|chr19:42618800-42619000	IMR90|chr19:42619000-42619200
IMR90|chr19:4574600-4575000	IMR90|chr19:4575000-4575200
IMR90|chr19:4815400-4815800	IMR90|chr19:4815800-4816000
IMR90|chr19:4815400-4815800	IMR90|chr19:4816000-4816200
IMR90|chr19:4815800-4816000	IMR90|chr19:4816000-4816200
IMR90|chr1:9932600-9932800	IMR90|chr1:9933000-9933200
IMR90|chr1:9932600-9932800	IMR90|chr1:9933200-9933400
IMR90|chr1:9933000-9933200	IMR90|chr1:9933200-9933400
IMR90|chr1:9935000-9935200	IMR90|chr1:9935400-9935600
IMR90|chr1:9935000-9935200	IMR90|chr1:9935600-9935800
IMR90|chr1:9935400-9935600	IMR90|chr1:9935600-9935800
IMR90|chr20:17486400-17486600	IMR90|chr20:17486800-17487000
IMR90|chr20:17522400-17522600	IMR90|chr20:17522600-17522800
IMR90|chr20:24974000-24974200	IMR90|chr20:24974200-24974400
IMR90|chr20:24974000-24974200	IMR90|chr20:24974400-24974800
IMR90|chr20:24974200-24974400	IMR90|chr20:24974400-24974800
IMR90|chr20:24975600-24975800	IMR90|chr20:24976000-24976200
IMR90|chr20:24981000-24981200	IMR90|chr20:24981600-24981800
IMR90|chr20:30250000-30250200	IMR90|chr20:30250200-30250400
IMR90|chr20:329400-329600	IMR90|chr20:329600-329800
IMR90|chr20:335200-335400	IMR90|chr20:335400-335600
IMR90|chr20:341600-341800	IMR90|chr20:341800-342000
IMR90|chr20:48783200-48783400	IMR90|chr20:48783600-48783800
IMR90|chr20:5161800-5162400	IMR90|chr20:5162400-5163000
IMR90|chr20:60642400-60642600	IMR90|chr20:60642600-60643000
IMR90|chr20:62167600-62167800	IMR90|chr20:62167800-62168000
IMR90|chr20:62167600-62167800	IMR90|chr20:62168000-62168200
IMR90|chr20:62167800-62168000	IMR90|chr20:62168000-62168200
IMR90|chr20:62171400-62171800	IMR90|chr20:62171800-62172200
IMR90|chr2:12457800-12458000	IMR90|chr2:12458000-12458200
IMR90|chr2:12457800-12458000	IMR90|chr2:12458200-12458400
IMR90|chr2:12458000-12458200	IMR90|chr2:12458200-12458400
IMR90|chr2:12458200-12458400	IMR90|chr2:12458400-12459000
IMR90|chr2:12458400-12459000	IMR90|chr2:12459000-12459400
IMR90|chr2:131095600-131095800	IMR90|chr2:131095800-131096200
IMR90|chr2:134643200-134643800	IMR90|chr2:134643800-134644200
IMR90|chr2:134643800-134644200	IMR90|chr2:134644200-134644800
IMR90|chr2:134645000-134645200	IMR90|chr2:134645400-134645600
IMR90|chr2:135166000-135166200	IMR90|chr2:135166200-135166400
IMR90|chr2:135168200-135168400	IMR90|chr2:135168400-135169000
IMR90|chr2:159610000-159610200	IMR90|chr2:159610200-159610800
IMR90|chr2:18701600-18701800	IMR90|chr2:18701800-18702000
IMR90|chr2:18701600-18701800	IMR90|chr2:18702200-18702400
IMR90|chr2:18701800-18702000	IMR90|chr2:18702200-18702400
IMR90|chr2:19323200-19323600	IMR90|chr2:19323600-19324000
IMR90|chr2:19323600-19324000	IMR90|chr2:19324200-19324400
IMR90|chr2:19330200-19330400	IMR90|chr2:19330400-19330600
IMR90|chr2:20294600-20295000	IMR90|chr2:20295000-20295200
IMR90|chr2:222308400-222308600	IMR90|chr2:222308600-222308800
IMR90|chr2:222308400-222308600	IMR90|chr2:222309000-222309200
IMR90|chr2:222308600-222308800	IMR90|chr2:222309000-222309200
IMR90|chr2:223572200-223572400	IMR90|chr2:223572600-223572800
IMR90|chr22:31794200-31794600	IMR90|chr22:31794600-31794800
IMR90|chr22:32146600-32146800	IMR90|chr22:32146800-32147000
IMR90|chr2:232477400-232477600	IMR90|chr2:232477600-232478000
IMR90|chr22:40741200-40741400	IMR90|chr22:40741400-40741600
IMR90|chr2:241172800-241173000	IMR90|chr2:241173200-241173600
IMR90|chr2:241177000-241177400	IMR90|chr2:241177400-241177600
IMR90|chr22:42835600-42835800	IMR90|chr22:42836200-42836400
IMR90|chr22:46512200-46512400	IMR90|chr22:46512600-46513000
IMR90|chr22:46518200-46518400	IMR90|chr22:46518400-46518600
IMR90|chr22:46518400-46518600	IMR90|chr22:46518800-46519200
IMR90|chr2:42160000-42160200	IMR90|chr2:42160200-42160600
IMR90|chr2:42160200-42160600	IMR90|chr2:42160600-42161200
IMR90|chr2:42160600-42161200	IMR90|chr2:42161200-42161400
IMR90|chr2:42165600-42165800	IMR90|chr2:42165800-42166200
IMR90|chr2:45997200-45997600	IMR90|chr2:45997800-45998000
IMR90|chr2:46162800-46163000	IMR90|chr2:46163000-46163400
IMR90|chr2:46162800-46163000	IMR90|chr2:46163400-46163600
IMR90|chr2:46163000-46163400	IMR90|chr2:46163400-46163600
IMR90|chr2:46165200-46165800	IMR90|chr2:46165800-46166200
IMR90|chr2:46165800-46166200	IMR90|chr2:46166200-46166600
IMR90|chr2:46166200-46166600	IMR90|chr2:46166800-46167200
IMR90|chr2:46687200-46687400	IMR90|chr2:46687600-46687800
IMR90|chr2:64882000-64882400	IMR90|chr2:64882400-64882600
IMR90|chr2:64882000-64882400	IMR90|chr2:64882600-64882800
IMR90|chr2:64882400-64882600	IMR90|chr2:64882600-64882800
IMR90|chr2:64882600-64882800	IMR90|chr2:64882800-64883400
IMR90|chr2:69532800-69533000	IMR90|chr2:69533000-69533200
IMR90|chr2:69535000-69535200	IMR90|chr2:69535200-69535800
IMR90|chr2:74800400-74800600	IMR90|chr2:74800600-74801200
IMR90|chr2:74800600-74801200	IMR90|chr2:74801200-74801400
IMR90|chr2:74801200-74801400	IMR90|chr2:74801400-74801800
IMR90|chr2:8143600-8144000	IMR90|chr2:8144000-8144400
IMR90|chr2:8144000-8144400	IMR90|chr2:8144400-8144800
IMR90|chr2:8446600-8446800	IMR90|chr2:8447200-8447400
IMR90|chr2:8447200-8447400	IMR90|chr2:8447400-8447600
IMR90|chr2:85512400-85512600	IMR90|chr2:85512600-85513000
IMR90|chr2:85515400-85515600	IMR90|chr2:85515800-85516000
IMR90|chr3:110492200-110492400	IMR90|chr3:110492400-110492600
IMR90|chr3:110492800-110493400	IMR90|chr3:110493400-110493600
IMR90|chr3:124879400-124879600	IMR90|chr3:124879800-124880200
IMR90|chr3:124883800-124884000	IMR90|chr3:124884000-124884200
IMR90|chr3:124887400-124887600	IMR90|chr3:124887600-124887800
IMR90|chr3:138640400-138640600	IMR90|chr3:138640600-138641000
IMR90|chr3:138640400-138640600	IMR90|chr3:138641000-138641200
IMR90|chr3:138640600-138641000	IMR90|chr3:138641000-138641200
IMR90|chr3:177177600-177177800	IMR90|chr3:177177800-177178000
IMR90|chr3:179529200-179529600	IMR90|chr3:179529600-179530000
IMR90|chr3:187929600-187930200	IMR90|chr3:187930200-187930400
IMR90|chr3:19931600-19931800	IMR90|chr3:19931800-19932000
IMR90|chr3:19933200-19933400	IMR90|chr3:19933400-19933600
IMR90|chr3:45701400-45701800	IMR90|chr3:45701800-45702200
IMR90|chr3:4762000-4762600	IMR90|chr3:4762600-4762800
IMR90|chr3:4762600-4762800	IMR90|chr3:4763000-4763200
IMR90|chr3:50608200-50608400	IMR90|chr3:50608400-50608600
IMR90|chr3:97590200-97590400	IMR90|chr3:97590600-97590800
IMR90|chr3:97590200-97590400	IMR90|chr3:97590800-97591000
IMR90|chr3:97590600-97590800	IMR90|chr3:97590800-97591000
IMR90|chr3:97590600-97590800	IMR90|chr3:97591000-97591400
IMR90|chr3:97590800-97591000	IMR90|chr3:97591000-97591400
IMR90|chr3:97590800-97591000	IMR90|chr3:97591400-97591600
IMR90|chr3:97591000-97591400	IMR90|chr3:97591400-97591600
IMR90|chr4:140933600-140933800	IMR90|chr4:140933800-140934000
IMR90|chr4:140933600-140933800	IMR90|chr4:140934000-140934400
IMR90|chr4:140933800-140934000	IMR90|chr4:140934000-140934400
IMR90|chr4:140957400-140958000	IMR90|chr4:140958000-140958600
IMR90|chr4:140958800-140959200	IMR90|chr4:140959200-140959600
IMR90|chr4:140969600-140969800	IMR90|chr4:140969800-140970000
IMR90|chr4:140971000-140971400	IMR90|chr4:140971400-140971600
IMR90|chr4:53881400-53881600	IMR90|chr4:53881800-53882200
IMR90|chr4:53886000-53886400	IMR90|chr4:53886600-53887000
IMR90|chr4:54637600-54637800	IMR90|chr4:54638000-54638200
IMR90|chr4:54646800-54647200	IMR90|chr4:54647400-54647800
IMR90|chr4:54647400-54647800	IMR90|chr4:54647800-54648000
IMR90|chr4:56259400-56259600	IMR90|chr4:56259600-56260200
IMR90|chr4:56414400-56414600	IMR90|chr4:56414600-56414800
IMR90|chr4:56415600-56415800	IMR90|chr4:56415800-56416000
IMR90|chr4:56415600-56415800	IMR90|chr4:56416200-56416400
IMR90|chr4:56415800-56416000	IMR90|chr4:56416200-56416400
IMR90|chr4:56415800-56416000	IMR90|chr4:56416400-56416600
IMR90|chr4:56416200-56416400	IMR90|chr4:56416400-56416600
IMR90|chr4:6893200-6893400	IMR90|chr4:6893600-6893800
IMR90|chr4:79567800-79568000	IMR90|chr4:79568000-79568200
IMR90|chr5:118746800-118747000	IMR90|chr5:118747000-118747200
IMR90|chr5:123988200-123988400	IMR90|chr5:123988400-123989000
IMR90|chr5:123996000-123996200	IMR90|chr5:123996200-123996400
IMR90|chr5:139926400-139926600	IMR90|chr5:139926600-139926800
IMR90|chr5:148375400-148375600	IMR90|chr5:148375800-148376200
IMR90|chr5:148375800-148376200	IMR90|chr5:148376200-148376400
IMR90|chr5:148381200-148381400	IMR90|chr5:148381400-148381600
IMR90|chr5:15008400-15009000	IMR90|chr5:15009000-15009400
IMR90|chr5:169129200-169129600	IMR90|chr5:169129600-169130000
IMR90|chr5:178594600-178594800	IMR90|chr5:178594800-178595000
IMR90|chr5:34490600-34490800	IMR90|chr5:34491000-34491200
IMR90|chr5:34490600-34490800	IMR90|chr5:34491200-34491400
IMR90|chr5:34491000-34491200	IMR90|chr5:34491200-34491400
IMR90|chr5:34491000-34491200	IMR90|chr5:34491400-34491600
IMR90|chr5:34491000-34491200	IMR90|chr5:34491600-34491800
IMR90|chr5:34491200-34491400	IMR90|chr5:34491400-34491600
IMR90|chr5:34491200-34491400	IMR90|chr5:34491600-34491800
IMR90|chr5:34491400-34491600	IMR90|chr5:34491600-34491800
IMR90|chr5:34532200-34532400	IMR90|chr5:34532400-34532600
IMR90|chr5:54052800-54053000	IMR90|chr5:54053200-54053400
IMR90|chr5:54057200-54057400	IMR90|chr5:54057600-54058000
IMR90|chr5:54140000-54140400	IMR90|chr5:54140400-54140800
IMR90|chr5:54141200-54141600	IMR90|chr5:54141600-54142000
IMR90|chr5:54447600-54447800	IMR90|chr5:54447800-54448200
IMR90|chr5:54447800-54448200	IMR90|chr5:54448200-54448800
IMR90|chr5:54451000-54451200	IMR90|chr5:54451400-54451600
IMR90|chr5:9774800-9775000	IMR90|chr5:9775400-9775600
IMR90|chr6:108877000-108877600	IMR90|chr6:108877600-108878000
IMR90|chr6:108877600-108878000	IMR90|chr6:108878000-108878200
IMR90|chr6:108877600-108878000	IMR90|chr6:108878200-108878400
IMR90|chr6:108878000-108878200	IMR90|chr6:108878200-108878400
IMR90|chr6:109705200-109705600	IMR90|chr6:109705600-109706000
IMR90|chr6:109705600-109706000	IMR90|chr6:109706000-109706200
IMR90|chr6:110849000-110849200	IMR90|chr6:110849200-110849400
IMR90|chr6:110858600-110858800	IMR90|chr6:110858800-110859000
