HUVEC|chr10:54248364-54248757	HUVEC|chr10:54248932-54249137
HUVEC|chr14:50994811-50995000	HUVEC|chr14:50995000-50995200
HUVEC|chr14:68067400-68067600	HUVEC|chr14:68067600-68067707
HUVEC|chr15:40337600-40337800	HUVEC|chr15:40337800-40337840
HUVEC|chr15:75493244-75493384	HUVEC|chr15:75493513-75493600
HUVEC|chr16:84544800-84544948	HUVEC|chr16:84545300-84545392
HUVEC|chr16:88593576-88593600	HUVEC|chr16:88593600-88593873
HUVEC|chr16:88601000-88601052	HUVEC|chr16:88601362-88601454
HUVEC|chr17:1612697-1612800	HUVEC|chr17:1613051-1613408
HUVEC|chr17:1924079-1924177	HUVEC|chr17:1924305-1924517
HUVEC|chr17:46114463-46114703	HUVEC|chr17:46114809-46115170
HUVEC|chr17:46114809-46115170	HUVEC|chr17:46115262-46115600
HUVEC|chr17:46676200-46676400	HUVEC|chr17:46676400-46676409
HUVEC|chr17:46695200-46695400	HUVEC|chr17:46695600-46695973
HUVEC|chr17:4776059-4776151	HUVEC|chr17:4776200-4776589
HUVEC|chr17:47922400-47922638	HUVEC|chr17:47922730-47922800
HUVEC|chr17:67576766-67577038	HUVEC|chr17:67577382-67577400
HUVEC|chr1:78579896-78580000	HUVEC|chr1:78580000-78580108
HUVEC|chr17:882194-882385	HUVEC|chr17:882479-882600
HUVEC|chr18:20141357-20141634	HUVEC|chr18:20141825-20142200
HUVEC|chr18:20143600-20143825	HUVEC|chr18:20143917-20144379
HUVEC|chr18:22448676-22448815	HUVEC|chr18:22448915-22449007
HUVEC|chr18:22448676-22448815	HUVEC|chr18:22449109-22449216
HUVEC|chr18:22448915-22449007	HUVEC|chr18:22449109-22449216
HUVEC|chr1:85755152-85755200	HUVEC|chr1:85755200-85755600
HUVEC|chr1:85755152-85755200	HUVEC|chr1:85755600-85755676
HUVEC|chr1:85755200-85755600	HUVEC|chr1:85755600-85755676
HUVEC|chr1:85760921-85761000	HUVEC|chr1:85761000-85761577
HUVEC|chr18:59773404-59774000	HUVEC|chr18:59774000-59774119
HUVEC|chr18:60251358-60251400	HUVEC|chr18:60251400-60251689
HUVEC|chr18:60251358-60251400	HUVEC|chr18:60251884-60252000
HUVEC|chr18:60251400-60251689	HUVEC|chr18:60251884-60252000
HUVEC|chr1:90222543-90222600	HUVEC|chr1:90222600-90223000
HUVEC|chr19:34709288-34709400	HUVEC|chr19:34709400-34709525
HUVEC|chr19:38807200-38807236	HUVEC|chr19:38807698-38807800
HUVEC|chr19:38807698-38807800	HUVEC|chr19:38807800-38808316
HUVEC|chr1:93919292-93919400	HUVEC|chr1:93919400-93919959
HUVEC|chr19:4581875-4582200	HUVEC|chr19:4582200-4582353
HUVEC|chr19:9902200-9902524	HUVEC|chr19:9902770-9902800
HUVEC|chr20:33460200-33460642	HUVEC|chr20:33460736-33461200
HUVEC|chr20:552400-552600	HUVEC|chr20:552600-552995
HUVEC|chr2:11969290-11969400	HUVEC|chr2:11969400-11969414
HUVEC|chr2:11969290-11969400	HUVEC|chr2:11969511-11970000
HUVEC|chr2:11969400-11969414	HUVEC|chr2:11969511-11970000
HUVEC|chr2:11970800-11971197	HUVEC|chr2:11971326-11971461
HUVEC|chr21:27268031-27268124	HUVEC|chr21:27268223-27268629
HUVEC|chr2:13145875-13145973	HUVEC|chr2:13146067-13146189
HUVEC|chr2:13145875-13145973	HUVEC|chr2:13146335-13146427
HUVEC|chr2:13146067-13146189	HUVEC|chr2:13146335-13146427
HUVEC|chr2:13146335-13146427	HUVEC|chr2:13146894-13147041
HUVEC|chr21:35271554-35271765	HUVEC|chr21:35271904-35272088
HUVEC|chr2:177501230-177501437	HUVEC|chr2:177501665-177501800
HUVEC|chr2:187747430-187747528	HUVEC|chr2:187747600-187747812
HUVEC|chr2:197200042-197200293	HUVEC|chr2:197200515-197200600
HUVEC|chr2:216593200-216593535	HUVEC|chr2:216593693-216593964
HUVEC|chr22:32367200-32367400	HUVEC|chr22:32367400-32367417
HUVEC|chr22:36590620-36590804	HUVEC|chr22:36590896-36590996
HUVEC|chr22:36593144-36593236	HUVEC|chr22:36593400-36593820
HUVEC|chr22:36598899-36599000	HUVEC|chr22:36599000-36599052
HUVEC|chr22:36598899-36599000	HUVEC|chr22:36599224-36599317
HUVEC|chr22:36599000-36599052	HUVEC|chr22:36599224-36599317
HUVEC|chr22:40436824-40436944	HUVEC|chr22:40437260-40437478
HUVEC|chr22:42092960-42093000	HUVEC|chr22:42093000-42093600
HUVEC|chr22:42093000-42093600	HUVEC|chr22:42093600-42093769
HUVEC|chr22:46375800-46375858	HUVEC|chr22:46376033-46376231
HUVEC|chr2:36890964-36891000	HUVEC|chr2:36891000-36891441
HUVEC|chr3:145914800-145914828	HUVEC|chr3:145914969-145915244
HUVEC|chr3:158508827-158509000	HUVEC|chr3:158509000-158509155
HUVEC|chr3:193498851-193499200	HUVEC|chr3:193499201-193499294
HUVEC|chr3:51715303-51715600	HUVEC|chr3:51715674-51715766
HUVEC|chr3:51715303-51715600	HUVEC|chr3:51715919-51716138
HUVEC|chr3:51715674-51715766	HUVEC|chr3:51715919-51716138
HUVEC|chr3:52170359-52170600	HUVEC|chr3:52170600-52170952
HUVEC|chr3:99561980-99562141	HUVEC|chr3:99562561-99562653
HUVEC|chr4:126662727-126662800	HUVEC|chr4:126662800-126663000
HUVEC|chr4:141173235-141173400	HUVEC|chr4:141173400-141173600
HUVEC|chr4:185960800-185960985	HUVEC|chr4:185961253-185961484
HUVEC|chr4:38190783-38191051	HUVEC|chr4:38191192-38191200
HUVEC|chr4:40978733-40978800	HUVEC|chr4:40978800-40978938
HUVEC|chr4:81127817-81127956	HUVEC|chr4:81128220-81128335
HUVEC|chr4:87920640-87920800	HUVEC|chr4:87920800-87921068
HUVEC|chr4:87920800-87921068	HUVEC|chr4:87921339-87921611
HUVEC|chr5:10635292-10635800	HUVEC|chr5:10635800-10635926
HUVEC|chr5:115174600-115174746	HUVEC|chr5:115175013-115175200
HUVEC|chr5:141071123-141071322	HUVEC|chr5:141071520-141071600
HUVEC|chr5:141071123-141071322	HUVEC|chr5:141071600-141071634
HUVEC|chr5:141071520-141071600	HUVEC|chr5:141071600-141071634
HUVEC|chr5:141071520-141071600	HUVEC|chr5:141071910-141072200
HUVEC|chr5:141071600-141071634	HUVEC|chr5:141071910-141072200
HUVEC|chr5:17131686-17132200	HUVEC|chr5:17132200-17132223
HUVEC|chr5:53812607-53812800	HUVEC|chr5:53812800-53813347
HUVEC|chr5:53819958-53820383	HUVEC|chr5:53820544-53820984
HUVEC|chr5:53825733-53825800	HUVEC|chr5:53825800-53826156
HUVEC|chr6:116849433-116849600	HUVEC|chr6:116849600-116850000
HUVEC|chr6:116849600-116850000	HUVEC|chr6:116850000-116850422
HUVEC|chr6:150161649-150161741	HUVEC|chr6:150162047-150162154
HUVEC|chr6:16332037-16332200	HUVEC|chr6:16332200-16332800
HUVEC|chr6:16332200-16332800	HUVEC|chr6:16332800-16332808
HUVEC|chr6:2102789-2102920	HUVEC|chr6:2103225-2103400
HUVEC|chr6:2102789-2102920	HUVEC|chr6:2103400-2103432
HUVEC|chr6:2103225-2103400	HUVEC|chr6:2103400-2103432
HUVEC|chr6:26330400-26330545	HUVEC|chr6:26330637-26330800
HUVEC|chr6:26336947-26337000	HUVEC|chr6:26337000-26337071
HUVEC|chr6:30789477-30789934	HUVEC|chr6:30790037-30790327
HUVEC|chr6:37673600-37673619	HUVEC|chr6:37673739-37673800
HUVEC|chr6:44041245-44041800	HUVEC|chr6:44041800-44042223
HUVEC|chr6:7995203-7995436	HUVEC|chr6:7995691-7995888
HUVEC|chr7:100052182-100052200	HUVEC|chr7:100052200-100052794
HUVEC|chr7:28147591-28147743	HUVEC|chr7:28147835-28147953
HUVEC|chr7:43494400-43494667	HUVEC|chr7:43494912-43495000
HUVEC|chr8:104042506-104042600	HUVEC|chr8:104042600-104042692
HUVEC|chr8:126671376-126671400	HUVEC|chr8:126671400-126671996
HUVEC|chr8:126676547-126676926	HUVEC|chr8:126677023-126677157
HUVEC|chr8:145687588-145687871	HUVEC|chr8:145687983-145688194
HUVEC|chr8:145687983-145688194	HUVEC|chr8:145688463-145688700
HUVEC|chr8:38578751-38578910	HUVEC|chr8:38579255-38579400
HUVEC|chr8:61936600-61936800	HUVEC|chr8:61936800-61936809
HUVEC|chr9:18442520-18442675	HUVEC|chr9:18442868-18443166
HUVEC|chr9:35553658-35553800	HUVEC|chr9:35553800-35554000
HUVEC|chr9:5586524-5587000	HUVEC|chr9:5587000-5587052
HUVEC|chrX:47382606-47382895	HUVEC|chrX:47383083-47383200
