GM12878|chr10:101469347-101470000	GM12878|chr10:101470000-101470121
GM12878|chr10:134383915-134384400	GM12878|chr10:134384400-134385000
GM12878|chr10:135070783-135071087	GM12878|chr10:135071543-135071831
GM12878|chr10:135070783-135071087	GM12878|chr10:135071982-135072179
GM12878|chr10:135070783-135071087	GM12878|chr10:135072362-135072482
GM12878|chr10:135070783-135071087	GM12878|chr10:135072574-135073127
GM12878|chr10:135071543-135071831	GM12878|chr10:135071982-135072179
GM12878|chr10:135071543-135071831	GM12878|chr10:135072362-135072482
GM12878|chr10:135071543-135071831	GM12878|chr10:135072574-135073127
GM12878|chr10:135071982-135072179	GM12878|chr10:135072362-135072482
GM12878|chr10:135071982-135072179	GM12878|chr10:135072574-135073127
GM12878|chr10:135072362-135072482	GM12878|chr10:135072574-135073127
GM12878|chr10:22611496-22612142	GM12878|chr10:22612317-22614123
GM12878|chr10:63700785-63702200	GM12878|chr10:63703400-63705026
GM12878|chr10:63810800-63811200	GM12878|chr10:63811600-63811729
GM12878|chr10:63810800-63811200	GM12878|chr10:63812800-63813600
GM12878|chr10:63811600-63811729	GM12878|chr10:63812800-63813600
GM12878|chr10:64004200-64004385	GM12878|chr10:64004477-64004833
GM12878|chr10:64004200-64004385	GM12878|chr10:64005091-64005514
GM12878|chr10:64004477-64004833	GM12878|chr10:64005091-64005514
GM12878|chr10:70087782-70087800	GM12878|chr10:70087800-70088400
GM12878|chr10:70087782-70087800	GM12878|chr10:70088400-70088536
GM12878|chr10:70087782-70087800	GM12878|chr10:70090120-70090200
GM12878|chr10:70087800-70088400	GM12878|chr10:70088400-70088536
GM12878|chr10:70087800-70088400	GM12878|chr10:70090120-70090200
GM12878|chr10:70088400-70088536	GM12878|chr10:70090120-70090200
GM12878|chr10:70756910-70758000	GM12878|chr10:70758000-70758005
GM12878|chr10:73456839-73457042	GM12878|chr10:73458019-73458236
GM12878|chr10:73456839-73457042	GM12878|chr10:73458470-73458600
GM12878|chr10:73456839-73457042	GM12878|chr10:73458600-73458800
GM12878|chr10:73456839-73457042	GM12878|chr10:73458800-73458980
GM12878|chr10:73458019-73458236	GM12878|chr10:73458470-73458600
GM12878|chr10:73458019-73458236	GM12878|chr10:73458600-73458800
GM12878|chr10:73458019-73458236	GM12878|chr10:73458800-73458980
GM12878|chr10:73458470-73458600	GM12878|chr10:73458600-73458800
GM12878|chr10:73458470-73458600	GM12878|chr10:73458800-73458980
GM12878|chr10:73458600-73458800	GM12878|chr10:73458800-73458980
GM12878|chr10:73647617-73647800	GM12878|chr10:73647800-73648400
GM12878|chr10:73647617-73647800	GM12878|chr10:73649600-73650345
GM12878|chr10:73647800-73648400	GM12878|chr10:73649600-73650345
GM12878|chr10:89828367-89831097	GM12878|chr10:89831315-89831407
GM12878|chr10:89828367-89831097	GM12878|chr10:89831667-89832242
GM12878|chr10:89831315-89831407	GM12878|chr10:89831667-89832242
GM12878|chr10:89867329-89868165	GM12878|chr10:89868257-89868941
GM12878|chr10:89868257-89868941	GM12878|chr10:89870023-89871074
GM12878|chr10:89870023-89871074	GM12878|chr10:89871167-89871525
GM12878|chr10:89870023-89871074	GM12878|chr10:89871617-89872525
GM12878|chr10:89871167-89871525	GM12878|chr10:89871617-89872525
GM12878|chr10:89871167-89871525	GM12878|chr10:89872617-89874158
GM12878|chr10:89871617-89872525	GM12878|chr10:89872617-89874158
GM12878|chr10:89872617-89874158	GM12878|chr10:89874435-89874846
GM12878|chr10:89872617-89874158	GM12878|chr10:89875324-89875400
GM12878|chr10:89872617-89874158	GM12878|chr10:89875400-89875724
GM12878|chr10:89874435-89874846	GM12878|chr10:89875324-89875400
GM12878|chr10:89874435-89874846	GM12878|chr10:89875400-89875724
GM12878|chr10:89874435-89874846	GM12878|chr10:89875955-89876055
GM12878|chr10:89874435-89874846	GM12878|chr10:89876147-89876200
GM12878|chr10:89875324-89875400	GM12878|chr10:89875400-89875724
GM12878|chr10:89875324-89875400	GM12878|chr10:89875955-89876055
GM12878|chr10:89875324-89875400	GM12878|chr10:89876147-89876200
GM12878|chr10:89875400-89875724	GM12878|chr10:89875955-89876055
GM12878|chr10:89875400-89875724	GM12878|chr10:89876147-89876200
GM12878|chr10:89875400-89875724	GM12878|chr10:89876200-89879156
GM12878|chr10:89875955-89876055	GM12878|chr10:89876147-89876200
GM12878|chr10:89875955-89876055	GM12878|chr10:89876200-89879156
GM12878|chr10:89876147-89876200	GM12878|chr10:89876200-89879156
GM12878|chr10:90147800-90148980	GM12878|chr10:90149587-90150012
GM12878|chr10:90149587-90150012	GM12878|chr10:90151357-90152800
GM12878|chr10:97590600-97590800	GM12878|chr10:97591800-97593824
GM12878|chr10:97591800-97593824	GM12878|chr10:97593917-97594636
GM12878|chr10:97591800-97593824	GM12878|chr10:97594751-97596102
GM12878|chr10:97593917-97594636	GM12878|chr10:97594751-97596102
GM12878|chr10:97594751-97596102	GM12878|chr10:97596245-97598711
GM12878|chr10:980849-980941	GM12878|chr10:982171-982981
GM12878|chr1:100273927-100274288	GM12878|chr1:100274497-100274800
GM12878|chr1:100273927-100274288	GM12878|chr1:100274800-100274848
GM12878|chr1:100274497-100274800	GM12878|chr1:100274800-100274848
GM12878|chr1:107682935-107683800	GM12878|chr1:107684200-107684800
GM12878|chr1:110069356-110070600	GM12878|chr1:110070600-110070652
GM12878|chr11:109815946-109816000	GM12878|chr11:109816000-109816600
GM12878|chr11:112452276-112452600	GM12878|chr11:112452600-112453354
GM12878|chr11:112452276-112452600	GM12878|chr11:112453446-112454000
GM12878|chr11:112452276-112452600	GM12878|chr11:112454473-112454776
GM12878|chr11:112452600-112453354	GM12878|chr11:112453446-112454000
GM12878|chr11:112452600-112453354	GM12878|chr11:112454473-112454776
GM12878|chr11:112453446-112454000	GM12878|chr11:112454473-112454776
GM12878|chr11:116795492-116797169	GM12878|chr11:116797857-116798010
GM12878|chr11:116795492-116797169	GM12878|chr11:116798167-116798259
GM12878|chr11:116797857-116798010	GM12878|chr11:116798167-116798259
GM12878|chr11:116797857-116798010	GM12878|chr11:116798582-116798600
GM12878|chr11:116797857-116798010	GM12878|chr11:116798600-116798726
GM12878|chr11:116797857-116798010	GM12878|chr11:116798832-116799400
GM12878|chr11:116797857-116798010	GM12878|chr11:116799411-116799800
GM12878|chr11:116798167-116798259	GM12878|chr11:116798582-116798600
GM12878|chr11:116798167-116798259	GM12878|chr11:116798600-116798726
GM12878|chr11:116798167-116798259	GM12878|chr11:116798832-116799400
GM12878|chr11:116798167-116798259	GM12878|chr11:116799411-116799800
GM12878|chr11:116798582-116798600	GM12878|chr11:116798600-116798726
GM12878|chr11:116798582-116798600	GM12878|chr11:116798832-116799400
GM12878|chr11:116798582-116798600	GM12878|chr11:116799411-116799800
GM12878|chr11:116798600-116798726	GM12878|chr11:116798832-116799400
GM12878|chr11:116798600-116798726	GM12878|chr11:116799411-116799800
GM12878|chr11:116798600-116798726	GM12878|chr11:116801000-116801200
GM12878|chr11:116798832-116799400	GM12878|chr11:116799411-116799800
GM12878|chr11:116798832-116799400	GM12878|chr11:116801000-116801200
GM12878|chr11:116799411-116799800	GM12878|chr11:116801000-116801200
GM12878|chr11:116799411-116799800	GM12878|chr11:116801400-116802600
GM12878|chr11:116801000-116801200	GM12878|chr11:116801400-116802600
GM12878|chr11:116801000-116801200	GM12878|chr11:116802600-116802744
GM12878|chr11:116801400-116802600	GM12878|chr11:116802600-116802744
GM12878|chr1:111765761-111766463	GM12878|chr1:111766944-111767159
GM12878|chr1:111765761-111766463	GM12878|chr1:111767279-111767560
GM12878|chr1:111765761-111766463	GM12878|chr1:111767769-111769276
GM12878|chr1:111766944-111767159	GM12878|chr1:111767279-111767560
GM12878|chr1:111766944-111767159	GM12878|chr1:111767769-111769276
GM12878|chr1:111767279-111767560	GM12878|chr1:111767769-111769276
GM12878|chr1:111767769-111769276	GM12878|chr1:111769938-111770400
GM12878|chr1:111767769-111769276	GM12878|chr1:111770400-111770677
GM12878|chr1:111769938-111770400	GM12878|chr1:111770400-111770677
GM12878|chr1:111769938-111770400	GM12878|chr1:111770948-111771000
GM12878|chr1:111769938-111770400	GM12878|chr1:111771000-111771641
GM12878|chr1:111769938-111770400	GM12878|chr1:111771733-111772170
GM12878|chr1:111770400-111770677	GM12878|chr1:111770948-111771000
GM12878|chr1:111770400-111770677	GM12878|chr1:111771000-111771641
GM12878|chr1:111770400-111770677	GM12878|chr1:111771733-111772170
GM12878|chr1:111770948-111771000	GM12878|chr1:111771000-111771641
GM12878|chr1:111770948-111771000	GM12878|chr1:111771733-111772170
GM12878|chr1:111771000-111771641	GM12878|chr1:111771733-111772170
GM12878|chr11:124539368-124539460	GM12878|chr11:124540695-124541024
GM12878|chr11:124633390-124633400	GM12878|chr11:124633400-124633673
GM12878|chr1:113256400-113256684	GM12878|chr1:113256906-113257471
GM12878|chr1:117115000-117115400	GM12878|chr1:117115400-117115870
GM12878|chr1:117115000-117115400	GM12878|chr1:117116114-117116400
GM12878|chr1:117115000-117115400	GM12878|chr1:117116400-117117000
GM12878|chr1:117115000-117115400	GM12878|chr1:117117000-117117266
GM12878|chr1:117115400-117115870	GM12878|chr1:117116114-117116400
GM12878|chr1:117115400-117115870	GM12878|chr1:117116400-117117000
GM12878|chr1:117115400-117115870	GM12878|chr1:117117000-117117266
GM12878|chr1:117115400-117115870	GM12878|chr1:117117600-117117802
GM12878|chr1:117115400-117115870	GM12878|chr1:117117957-117118233
GM12878|chr1:117116114-117116400	GM12878|chr1:117116400-117117000
GM12878|chr1:117116114-117116400	GM12878|chr1:117117000-117117266
GM12878|chr1:117116114-117116400	GM12878|chr1:117117600-117117802
GM12878|chr1:117116114-117116400	GM12878|chr1:117117957-117118233
GM12878|chr1:117116400-117117000	GM12878|chr1:117117000-117117266
GM12878|chr1:117116400-117117000	GM12878|chr1:117117600-117117802
GM12878|chr1:117116400-117117000	GM12878|chr1:117117957-117118233
GM12878|chr1:117117000-117117266	GM12878|chr1:117117600-117117802
GM12878|chr1:117117000-117117266	GM12878|chr1:117117957-117118233
GM12878|chr1:117117600-117117802	GM12878|chr1:117117957-117118233
GM12878|chr1:118196200-118199800	GM12878|chr1:118199800-118199975
GM12878|chr1:118199800-118199975	GM12878|chr1:118200732-118201000
GM12878|chr1:118199800-118199975	GM12878|chr1:118201000-118202200
GM12878|chr1:118200732-118201000	GM12878|chr1:118201000-118202200
GM12878|chr1:118200732-118201000	GM12878|chr1:118202200-118202759
GM12878|chr1:118201000-118202200	GM12878|chr1:118202200-118202759
GM12878|chr1:118206567-118207716	GM12878|chr1:118207808-118208600
GM12878|chr1:118206567-118207716	GM12878|chr1:118208600-118208761
GM12878|chr1:118207808-118208600	GM12878|chr1:118208600-118208761
GM12878|chr1:1185422-1185551	GM12878|chr1:1185883-1186765
GM12878|chr11:32608200-32608226	GM12878|chr11:32608418-32608600
GM12878|chr11:33889600-33892117	GM12878|chr11:33892210-33892771
GM12878|chr11:34022420-34022600	GM12878|chr11:34022600-34023651
GM12878|chr11:34195800-34195889	GM12878|chr11:34196289-34197200
GM12878|chr11:34195800-34195889	GM12878|chr11:34197200-34197400
GM12878|chr11:34195800-34195889	GM12878|chr11:34197400-34197559
GM12878|chr11:34196289-34197200	GM12878|chr11:34197200-34197400
GM12878|chr11:34196289-34197200	GM12878|chr11:34197400-34197559
GM12878|chr11:34197200-34197400	GM12878|chr11:34197400-34197559
GM12878|chr11:34264981-34267400	GM12878|chr11:34267400-34267639
GM12878|chr11:34267400-34267639	GM12878|chr11:34268769-34268998
GM12878|chr11:34267400-34267639	GM12878|chr11:34269784-34269925
GM12878|chr11:34268769-34268998	GM12878|chr11:34269784-34269925
GM12878|chr11:34268769-34268998	GM12878|chr11:34270066-34270427
GM12878|chr11:34269784-34269925	GM12878|chr11:34270066-34270427
GM12878|chr11:34270066-34270427	GM12878|chr11:34272439-34272702
GM12878|chr11:34272439-34272702	GM12878|chr11:34272950-34273000
GM12878|chr11:348117-348400	GM12878|chr11:348400-349017
GM12878|chr11:348117-348400	GM12878|chr11:349381-349400
GM12878|chr11:348117-348400	GM12878|chr11:349400-349844
GM12878|chr11:348400-349017	GM12878|chr11:349381-349400
GM12878|chr11:348400-349017	GM12878|chr11:349400-349844
GM12878|chr11:348400-349017	GM12878|chr11:350002-351532
GM12878|chr11:349381-349400	GM12878|chr11:349400-349844
GM12878|chr11:349381-349400	GM12878|chr11:350002-351532
GM12878|chr11:349400-349844	GM12878|chr11:350002-351532
GM12878|chr11:350002-351532	GM12878|chr11:352637-354299
GM12878|chr11:35027895-35030000	GM12878|chr11:35030000-35030029
GM12878|chr11:352637-354299	GM12878|chr11:354491-355200
GM12878|chr1:146718658-146719004	GM12878|chr1:146719216-146719400
GM12878|chr1:150979600-150979800	GM12878|chr1:150979800-150979814
GM12878|chr1:150979600-150979800	GM12878|chr1:150979971-150980000
GM12878|chr1:150979800-150979814	GM12878|chr1:150979971-150980000
GM12878|chr1:151118400-151118877	GM12878|chr1:151119516-151119600
GM12878|chr1:151131000-151131196	GM12878|chr1:151131536-151132548
GM12878|chr1:153776919-153777399	GM12878|chr1:153777499-153778773
GM12878|chr1:154243463-154243857	GM12878|chr1:154244092-154244200
GM12878|chr1:155953200-155953359	GM12878|chr1:155953544-155953600
GM12878|chr1:155959511-155960000	GM12878|chr1:155960054-155960239
GM12878|chr11:57568029-57568187	GM12878|chr11:57568495-57568667
GM12878|chr11:58291119-58291200	GM12878|chr11:58291200-58293815
GM12878|chr11:58870600-58870942	GM12878|chr11:58871287-58871400
GM12878|chr11:58903711-58903800	GM12878|chr11:58903809-58903903
GM12878|chr11:58917800-58918011	GM12878|chr11:58918660-58918800
GM12878|chr11:59304600-59304742	GM12878|chr11:59305200-59305234
GM12878|chr11:59304600-59304742	GM12878|chr11:59305368-59305400
GM12878|chr11:59305200-59305234	GM12878|chr11:59305368-59305400
GM12878|chr11:60131244-60132400	GM12878|chr11:60132400-60133000
GM12878|chr11:60131244-60132400	GM12878|chr11:60133000-60133015
GM12878|chr11:60132400-60133000	GM12878|chr11:60133000-60133015
GM12878|chr11:60132400-60133000	GM12878|chr11:60134393-60135715
GM12878|chr11:60133000-60133015	GM12878|chr11:60134393-60135715
GM12878|chr11:60827010-60827149	GM12878|chr11:60828600-60829755
GM12878|chr11:60837385-60837727	GM12878|chr11:60837835-60839600
GM12878|chr1:161356080-161356411	GM12878|chr1:161356503-161356721
GM12878|chr1:161356080-161356411	GM12878|chr1:161356814-161356913
GM12878|chr1:161356503-161356721	GM12878|chr1:161356814-161356913
GM12878|chr1:161511800-161512000	GM12878|chr1:161512053-161512607
GM12878|chr11:62195015-62195252	GM12878|chr11:62195449-62195758
GM12878|chr11:64068000-64068045	GM12878|chr11:64068253-64068487
GM12878|chr11:64068000-64068045	GM12878|chr11:64068812-64069000
GM12878|chr11:64068253-64068487	GM12878|chr11:64068812-64069000
GM12878|chr11:64068812-64069000	GM12878|chr11:64070784-64070800
GM12878|chr11:65238824-65238932	GM12878|chr11:65240200-65240534
GM12878|chr11:65238824-65238932	GM12878|chr11:65240628-65240726
GM12878|chr11:65238824-65238932	GM12878|chr11:65241093-65241244
GM12878|chr11:65240200-65240534	GM12878|chr11:65240628-65240726
GM12878|chr11:65240200-65240534	GM12878|chr11:65241093-65241244
GM12878|chr11:65240628-65240726	GM12878|chr11:65241093-65241244
GM12878|chr11:65274600-65275734	GM12878|chr11:65275831-65276172
GM12878|chr11:66176264-66176442	GM12878|chr11:66176538-66176600
GM12878|chr11:66335800-66335986	GM12878|chr11:66336163-66336347
GM12878|chr1:167675600-167679000	GM12878|chr1:167679000-167679664
GM12878|chr1:167686800-167686880	GM12878|chr1:167687775-167687800
GM12878|chr1:167686800-167686880	GM12878|chr1:167687800-167690200
GM12878|chr1:167687775-167687800	GM12878|chr1:167687800-167690200
GM12878|chr1:169877491-169878400	GM12878|chr1:169878600-169878968
GM12878|chr1:169877491-169878400	GM12878|chr1:169879437-169879600
GM12878|chr1:169877491-169878400	GM12878|chr1:169879600-169879622
GM12878|chr1:169878600-169878968	GM12878|chr1:169879437-169879600
GM12878|chr1:169878600-169878968	GM12878|chr1:169879600-169879622
GM12878|chr1:169878600-169878968	GM12878|chr1:169880290-169880510
GM12878|chr1:169879437-169879600	GM12878|chr1:169879600-169879622
GM12878|chr1:169879437-169879600	GM12878|chr1:169880290-169880510
GM12878|chr1:169879600-169879622	GM12878|chr1:169880290-169880510
GM12878|chr1:169884800-169885959	GM12878|chr1:169886716-169886800
GM12878|chr1:169884800-169885959	GM12878|chr1:169887400-169887800
GM12878|chr1:169886716-169886800	GM12878|chr1:169887400-169887800
GM12878|chr1:169886716-169886800	GM12878|chr1:169888400-169888716
GM12878|chr1:169887400-169887800	GM12878|chr1:169888400-169888716
GM12878|chr1:172713982-172714143	GM12878|chr1:172714471-172714641
GM12878|chr1:172713982-172714143	GM12878|chr1:172714853-172715496
GM12878|chr1:172713982-172714143	GM12878|chr1:172715727-172715948
GM12878|chr1:172714471-172714641	GM12878|chr1:172714853-172715496
GM12878|chr1:172714471-172714641	GM12878|chr1:172715727-172715948
GM12878|chr1:172714853-172715496	GM12878|chr1:172715727-172715948
GM12878|chr1:173398403-173398711	GM12878|chr1:173398923-173399400
GM12878|chr1:173398403-173398711	GM12878|chr1:173399400-173399711
GM12878|chr1:173398923-173399400	GM12878|chr1:173399400-173399711
GM12878|chr1:175099486-175100200	GM12878|chr1:175100200-175100594
GM12878|chr11:7546000-7546400	GM12878|chr11:7547954-7548200
GM12878|chr11:7547954-7548200	GM12878|chr11:7548200-7550133
GM12878|chr1:179920800-179921808	GM12878|chr1:179922147-179922340
GM12878|chr1:181104800-181106200	GM12878|chr1:181106200-181106289
GM12878|chr1:181106200-181106289	GM12878|chr1:181108330-181108564
GM12878|chr1:181108330-181108564	GM12878|chr1:181108706-181110000
GM12878|chr1:181108330-181108564	GM12878|chr1:181110000-181110098
GM12878|chr1:181108330-181108564	GM12878|chr1:181110236-181110400
GM12878|chr1:181108330-181108564	GM12878|chr1:181110400-181111200
GM12878|chr1:181108706-181110000	GM12878|chr1:181110000-181110098
GM12878|chr1:181108706-181110000	GM12878|chr1:181110236-181110400
GM12878|chr1:181108706-181110000	GM12878|chr1:181110400-181111200
GM12878|chr1:181108706-181110000	GM12878|chr1:181111200-181111634
GM12878|chr1:181110000-181110098	GM12878|chr1:181110236-181110400
GM12878|chr1:181110000-181110098	GM12878|chr1:181110400-181111200
GM12878|chr1:181110000-181110098	GM12878|chr1:181111200-181111634
GM12878|chr1:181110236-181110400	GM12878|chr1:181110400-181111200
GM12878|chr1:181110236-181110400	GM12878|chr1:181111200-181111634
GM12878|chr1:181110400-181111200	GM12878|chr1:181111200-181111634
GM12878|chr11:82617516-82617600	GM12878|chr11:82619359-82619400
GM12878|chr11:82617516-82617600	GM12878|chr11:82619400-82619579
GM12878|chr11:82617516-82617600	GM12878|chr11:82619674-82619902
GM12878|chr11:82619359-82619400	GM12878|chr11:82619400-82619579
GM12878|chr11:82619359-82619400	GM12878|chr11:82619674-82619902
GM12878|chr11:82619359-82619400	GM12878|chr11:82620199-82620291
GM12878|chr11:82619400-82619579	GM12878|chr11:82619674-82619902
GM12878|chr11:82619400-82619579	GM12878|chr11:82620199-82620291
GM12878|chr11:82619674-82619902	GM12878|chr11:82620199-82620291
GM12878|chr1:183620507-183620600	GM12878|chr1:183621400-183623600
GM12878|chr1:183621400-183623600	GM12878|chr1:183623600-183623606
GM12878|chr1:183621400-183623600	GM12878|chr1:183623698-183624000
GM12878|chr1:183623600-183623606	GM12878|chr1:183623698-183624000
GM12878|chr1:183789200-183789353	GM12878|chr1:183790649-183791170
GM12878|chr1:183879800-183880400	GM12878|chr1:183880800-183881000
GM12878|chr1:183879800-183880400	GM12878|chr1:183881200-183882200
GM12878|chr1:183880800-183881000	GM12878|chr1:183881200-183882200
GM12878|chr1:192777200-192777642	GM12878|chr1:192778631-192779025
GM12878|chr1:192777200-192777642	GM12878|chr1:192779154-192779592
GM12878|chr1:192778631-192779025	GM12878|chr1:192779154-192779592
GM12878|chr11:94828427-94828600	GM12878|chr11:94828600-94830800
GM12878|chr11:94828427-94828600	GM12878|chr11:94830800-94830923
GM12878|chr11:94828600-94830800	GM12878|chr11:94830800-94830923
GM12878|chr11:94963000-94964029	GM12878|chr11:94964939-94965156
GM12878|chr11:94963000-94964029	GM12878|chr11:94965709-94966200
GM12878|chr11:94964939-94965156	GM12878|chr11:94965709-94966200
GM12878|chr11:95744717-95744858	GM12878|chr11:95744950-95745000
GM12878|chr11:95744717-95744858	GM12878|chr11:95745000-95745208
GM12878|chr11:95744717-95744858	GM12878|chr11:95745476-95746095
GM12878|chr11:95744717-95744858	GM12878|chr11:95746588-95746600
GM12878|chr11:95744950-95745000	GM12878|chr11:95745000-95745208
GM12878|chr11:95744950-95745000	GM12878|chr11:95745476-95746095
GM12878|chr11:95744950-95745000	GM12878|chr11:95746588-95746600
GM12878|chr11:95744950-95745000	GM12878|chr11:95747000-95747600
GM12878|chr11:95745000-95745208	GM12878|chr11:95745476-95746095
GM12878|chr11:95745000-95745208	GM12878|chr11:95746588-95746600
GM12878|chr11:95745000-95745208	GM12878|chr11:95747000-95747600
GM12878|chr11:95745476-95746095	GM12878|chr11:95746588-95746600
GM12878|chr11:95745476-95746095	GM12878|chr11:95747000-95747600
GM12878|chr11:95745476-95746095	GM12878|chr11:95747600-95747824
GM12878|chr11:95746588-95746600	GM12878|chr11:95747000-95747600
GM12878|chr11:95746588-95746600	GM12878|chr11:95747600-95747824
GM12878|chr11:95747000-95747600	GM12878|chr11:95747600-95747824
GM12878|chr11:95747000-95747600	GM12878|chr11:95749560-95749704
GM12878|chr11:95747600-95747824	GM12878|chr11:95749560-95749704
GM12878|chr11:95986000-95986307	GM12878|chr11:95986407-95989023
GM12878|chr11:95986407-95989023	GM12878|chr11:95989215-95990800
GM12878|chr11:95989215-95990800	GM12878|chr11:95991800-95993027
GM12878|chr1:204332297-204332624	GM12878|chr1:204333141-204333293
GM12878|chr1:205249213-205249400	GM12878|chr1:205249400-205249600
GM12878|chr1:207591705-207591936	GM12878|chr1:207592028-207592200
GM12878|chr1:207591705-207591936	GM12878|chr1:207592200-207592223
GM12878|chr1:207592028-207592200	GM12878|chr1:207592200-207592223
GM12878|chr12:102232400-102232504	GM12878|chr12:102232600-102232800
GM12878|chr12:102232400-102232504	GM12878|chr12:102232800-102233594
GM12878|chr12:102232600-102232800	GM12878|chr12:102232800-102233594
GM12878|chr12:102874000-102875090	GM12878|chr12:102875182-102875790
GM12878|chr12:102874000-102875090	GM12878|chr12:102876451-102877400
GM12878|chr12:102875182-102875790	GM12878|chr12:102876451-102877400
GM12878|chr12:102879400-102879420	GM12878|chr12:102879513-102879600
GM12878|chr12:102879400-102879420	GM12878|chr12:102880000-102880318
GM12878|chr12:102879513-102879600	GM12878|chr12:102880000-102880318
GM12878|chr12:103121788-103122052	GM12878|chr12:103122198-103123284
GM12878|chr12:109006618-109008183	GM12878|chr12:109008378-109008530
GM12878|chr12:109006618-109008183	GM12878|chr12:109008865-109009195
GM12878|chr12:109008378-109008530	GM12878|chr12:109008865-109009195
GM12878|chr12:109008865-109009195	GM12878|chr12:109009722-109011938
GM12878|chr12:109009722-109011938	GM12878|chr12:109012229-109012746
GM12878|chr12:109056702-109058657	GM12878|chr12:109058901-109059400
GM12878|chr12:109058901-109059400	GM12878|chr12:109060600-109060696
GM12878|chr12:109058901-109059400	GM12878|chr12:109060898-109061943
GM12878|chr12:109060600-109060696	GM12878|chr12:109060898-109061943
GM12878|chr12:109243434-109243646	GM12878|chr12:109244508-109244630
GM12878|chr12:109243434-109243646	GM12878|chr12:109244855-109245600
GM12878|chr12:109244508-109244630	GM12878|chr12:109244855-109245600
GM12878|chr12:111042952-111043200	GM12878|chr12:111044600-111044748
GM12878|chr12:111044600-111044748	GM12878|chr12:111046079-111046171
GM12878|chr12:111046079-111046171	GM12878|chr12:111047209-111047301
GM12878|chr1:211687230-211687323	GM12878|chr1:211687670-211688132
GM12878|chr1:211687230-211687323	GM12878|chr1:211688490-211688600
GM12878|chr1:211687230-211687323	GM12878|chr1:211688600-211688639
GM12878|chr1:211687670-211688132	GM12878|chr1:211688490-211688600
GM12878|chr1:211687670-211688132	GM12878|chr1:211688600-211688639
GM12878|chr1:211687670-211688132	GM12878|chr1:211690152-211690280
GM12878|chr1:211688490-211688600	GM12878|chr1:211688600-211688639
GM12878|chr1:211688490-211688600	GM12878|chr1:211690152-211690280
GM12878|chr1:211688490-211688600	GM12878|chr1:211690656-211690793
GM12878|chr1:211688600-211688639	GM12878|chr1:211690152-211690280
GM12878|chr1:211688600-211688639	GM12878|chr1:211690656-211690793
GM12878|chr1:211690152-211690280	GM12878|chr1:211690656-211690793
GM12878|chr1:211690152-211690280	GM12878|chr1:211691229-211692512
GM12878|chr1:211690656-211690793	GM12878|chr1:211691229-211692512
GM12878|chr1:211690656-211690793	GM12878|chr1:211692633-211693248
GM12878|chr1:211691229-211692512	GM12878|chr1:211692633-211693248
GM12878|chr12:11718600-11720068	GM12878|chr12:11720165-11720583
