K562|chr10:23353600-23353619	K562|chr10:23353738-23353860
K562|chr17:1157043-1157135	K562|chr17:1157428-1157600
K562|chr17:1608266-1608400	K562|chr17:1608400-1608422
K562|chr17:1608266-1608400	K562|chr17:1608596-1608778
K562|chr17:1608400-1608422	K562|chr17:1608596-1608778
K562|chr17:1928569-1928669	K562|chr17:1928761-1929252
K562|chr17:21414800-21414996	K562|chr17:21415229-21415358
K562|chr17:27947110-27947217	K562|chr17:27947347-27947583
K562|chr17:27949018-27949210	K562|chr17:27949310-27949459
K562|chr17:31111000-31111005	K562|chr17:31111168-31111260
K562|chr17:42589600-42589800	K562|chr17:42589800-42589853
K562|chr17:42600821-42601000	K562|chr17:42601000-42601013
K562|chr17:43275045-43275200	K562|chr17:43275200-43275300
K562|chr17:45919000-45919057	K562|chr17:45919283-45919382
K562|chr17:47755600-47756000	K562|chr17:47756000-47756071
K562|chr17:58513133-58513200	K562|chr17:58513200-58513322
K562|chr17:61519492-61519870	K562|chr17:61520087-61520179
K562|chr17:61520087-61520179	K562|chr17:61520324-61520476
K562|chr17:66148260-66148600	K562|chr17:66148600-66148672
K562|chr17:78977461-78977566	K562|chr17:78977838-78977957
K562|chr17:79197600-79197800	K562|chr17:79197800-79197847
K562|chr17:882737-883047	K562|chr17:883185-883600
K562|chr18:21289920-21290243	K562|chr18:21290374-21290561
K562|chr18:21299657-21300000	K562|chr18:21300000-21300135
K562|chr18:3282676-3282800	K562|chr18:3282800-3282809
K562|chr18:55784974-55785098	K562|chr18:55785190-55785600
K562|chr18:55785190-55785600	K562|chr18:55785600-55785626
K562|chr1:90229400-90229430	K562|chr1:90229562-90229600
K562|chr1:90229400-90229430	K562|chr1:90229600-90229717
K562|chr1:90229562-90229600	K562|chr1:90229600-90229717
K562|chr19:10027757-10028102	K562|chr19:10028279-10028416
K562|chr19:10687887-10688337	K562|chr19:10688479-10688590
K562|chr19:10691888-10692200	K562|chr19:10692200-10692218
K562|chr19:14896977-14897160	K562|chr19:14897333-14897626
K562|chr19:17400367-17400400	K562|chr19:17400400-17400823
K562|chr19:18107537-18107629	K562|chr19:18108035-18108165
K562|chr19:18108672-18109124	K562|chr19:18109275-18109464
K562|chr19:18359033-18359129	K562|chr19:18359316-18359481
K562|chr19:18434800-18435011	K562|chr19:18435259-18435387
K562|chr19:18439002-18439147	K562|chr19:18439352-18439400
K562|chr19:18512431-18512567	K562|chr19:18512659-18512800
K562|chr19:18512431-18512567	K562|chr19:18512837-18512934
K562|chr19:18512659-18512800	K562|chr19:18512837-18512934
K562|chr19:19642927-19643043	K562|chr19:19643339-19643600
K562|chr19:19651209-19651400	K562|chr19:19651400-19651467
K562|chr19:19651209-19651400	K562|chr19:19651559-19651600
K562|chr19:19651400-19651467	K562|chr19:19651559-19651600
K562|chr19:19651559-19651600	K562|chr19:19652147-19652200
K562|chr19:19652147-19652200	K562|chr19:19652200-19652336
K562|chr19:2598853-2599090	K562|chr19:2599193-2599600
K562|chr19:38997800-38998200	K562|chr19:38998200-38998400
K562|chr19:39005490-39005704	K562|chr19:39005938-39006178
K562|chr19:45287780-45288200	K562|chr19:45288200-45288273
K562|chr19:4574543-4574870	K562|chr19:4575104-4575400
K562|chr19:4575104-4575400	K562|chr19:4575400-4575780
K562|chr19:4577037-4577600	K562|chr19:4577600-4577685
K562|chr19:4580645-4580751	K562|chr19:4581055-4581353
K562|chr19:4581780-4582200	K562|chr19:4582200-4582291
K562|chr19:45841750-45841964	K562|chr19:45842274-45842392
K562|chr19:46094013-46094264	K562|chr19:46094513-46094666
K562|chr19:47479535-47479727	K562|chr19:47480057-47480200
K562|chr19:47480057-47480200	K562|chr19:47480200-47480684
K562|chr19:49150000-49150043	K562|chr19:49150333-49150462
K562|chr19:49157924-49158200	K562|chr19:49158200-49158344
K562|chr19:49287753-49287944	K562|chr19:49288184-49288276
K562|chr19:50063800-50064142	K562|chr19:50064380-50064472
K562|chr19:56143666-56143763	K562|chr19:56144066-56144166
K562|chr19:6862665-6862778	K562|chr19:6862876-6863000
K562|chr19:859116-859363	K562|chr19:859455-859800
K562|chr19:9906757-9906876	K562|chr19:9907177-9907269
K562|chr20:2499330-2499400	K562|chr20:2499400-2499603
K562|chr20:31098800-31098980	K562|chr20:31099143-31099472
K562|chr20:31122466-31122683	K562|chr20:31122783-31122800
K562|chr20:31122466-31122683	K562|chr20:31122800-31122875
K562|chr20:31122783-31122800	K562|chr20:31122800-31122875
K562|chr20:33416569-33416673	K562|chr20:33416765-33416865
K562|chr20:33548431-33548773	K562|chr20:33548870-33548965
K562|chr20:34050200-34050400	K562|chr20:34050522-34050628
K562|chr20:43240155-43240200	K562|chr20:43240200-43240306
K562|chr20:44065295-44065395	K562|chr20:44065863-44065955
K562|chr20:48795715-48795815	K562|chr20:48796108-48796439
K562|chr20:49076905-49077000	K562|chr20:49077000-49077506
K562|chr20:49080580-49081200	K562|chr20:49081200-49081278
K562|chr20:49093661-49094000	K562|chr20:49094000-49094045
K562|chr20:49095400-49095459	K562|chr20:49095932-49096000
K562|chr20:49095932-49096000	K562|chr20:49096000-49096155
K562|chr20:49095932-49096000	K562|chr20:49096261-49096391
K562|chr20:49096000-49096155	K562|chr20:49096261-49096391
K562|chr20:49171855-49172032	K562|chr20:49172370-49172511
K562|chr20:52200765-52201029	K562|chr20:52201177-52201422
K562|chr20:62489974-62490066	K562|chr20:62490554-62490646
K562|chr2:112662716-112663000	K562|chr2:112663000-112663076
K562|chr2:122289600-122289772	K562|chr2:122289864-122290252
K562|chr2:175018610-175018800	K562|chr2:175018800-175019200
K562|chr2:175114400-175114600	K562|chr2:175114600-175114691
K562|chr2:202088032-202088185	K562|chr2:202088567-202088709
K562|chr2:202096788-202097200	K562|chr2:202097292-202097392
K562|chr2:208491800-208491826	K562|chr2:208492143-208492200
K562|chr2:208491800-208491826	K562|chr2:208492200-208492290
K562|chr2:208492143-208492200	K562|chr2:208492200-208492290
K562|chr2:220504092-220504200	K562|chr2:220504200-220504471
K562|chr2:220506846-220506942	K562|chr2:220507060-220507152
K562|chr2:220507060-220507152	K562|chr2:220507530-220507722
K562|chr22:23976471-23976600	K562|chr22:23976600-23976926
K562|chr22:26797203-26797400	K562|chr22:26797400-26797444
K562|chr22:26797203-26797400	K562|chr22:26797739-26797800
K562|chr22:26797203-26797400	K562|chr22:26797800-26797974
K562|chr22:26797400-26797444	K562|chr22:26797739-26797800
K562|chr22:26797400-26797444	K562|chr22:26797800-26797974
K562|chr22:26797739-26797800	K562|chr22:26797800-26797974
K562|chr22:30782620-30782894	K562|chr22:30783148-30783358
K562|chr22:40581932-40582000	K562|chr22:40582000-40582344
K562|chr22:40948022-40948251	K562|chr22:40948426-40948661
K562|chr22:50708400-50708736	K562|chr22:50708836-50708928
K562|chr22:51058800-51058852	K562|chr22:51059248-51059346
K562|chr2:28816954-28817200	K562|chr2:28817200-28817219
K562|chr2:28816954-28817200	K562|chr2:28817469-28817670
K562|chr2:28817200-28817219	K562|chr2:28817469-28817670
K562|chr2:38927291-38927479	K562|chr2:38927692-38927784
K562|chr2:47500200-47500800	K562|chr2:47500800-47500856
K562|chr2:48333384-48333400	K562|chr2:48333400-48333926
K562|chr2:48333400-48333926	K562|chr2:48334018-48334121
K562|chr2:48340363-48340400	K562|chr2:48340400-48340828
K562|chr2:48341437-48341600	K562|chr2:48341600-48341737
K562|chr2:48341437-48341600	K562|chr2:48341874-48342032
K562|chr2:48341600-48341737	K562|chr2:48341874-48342032
K562|chr2:85641794-85642400	K562|chr2:85642400-85642467
K562|chr2:85791118-85791200	K562|chr2:85791200-85791600
K562|chr2:85791118-85791200	K562|chr2:85791600-85791633
K562|chr2:85791200-85791600	K562|chr2:85791600-85791633
K562|chr2:97625640-97625794	K562|chr2:97626058-97626150
K562|chr2:9939709-9939800	K562|chr2:9940121-9940364
K562|chr2:9941148-9941400	K562|chr2:9941400-9941792
K562|chr2:9941400-9941792	K562|chr2:9941917-9942398
K562|chr3:128949161-128949600	K562|chr3:128949600-128949815
K562|chr3:15157823-15158200	K562|chr3:15158200-15158235
K562|chr3:15160085-15160184	K562|chr3:15160426-15160600
K562|chr3:178737968-178738279	K562|chr3:178738410-178738715
K562|chr3:179039262-179039473	K562|chr3:179039652-179040000
K562|chr3:194833686-194834200	K562|chr3:194834200-194834242
K562|chr3:194850372-194850400	K562|chr3:194850400-194850722
K562|chr3:195578105-195578400	K562|chr3:195578400-195578460
K562|chr3:195578105-195578400	K562|chr3:195578699-195579033
K562|chr3:195578400-195578460	K562|chr3:195578699-195579033
K562|chr3:33830495-33830600	K562|chr3:33830600-33831200
K562|chr3:33830600-33831200	K562|chr3:33831200-33831294
K562|chr3:33831200-33831294	K562|chr3:33831647-33831885
K562|chr3:40234025-40234400	K562|chr3:40234400-40234491
K562|chr3:46950951-46951043	K562|chr3:46951383-46951561
K562|chr3:46951383-46951561	K562|chr3:46951653-46951757
K562|chr3:4763682-4763781	K562|chr3:4764061-4764183
K562|chr3:4764061-4764183	K562|chr3:4764582-4764674
K562|chr3:58152867-58153088	K562|chr3:58153424-58153517
K562|chr3:99779521-99779941	K562|chr3:99780036-99780270
K562|chr3:99792761-99792800	K562|chr3:99792800-99793111
K562|chr4:110642199-110642671	K562|chr4:110642769-110642972
K562|chr4:110732916-110733000	K562|chr4:110733000-110733120
K562|chr4:123523487-123523600	K562|chr4:123523600-123523817
K562|chr4:123678145-123678237	K562|chr4:123678495-123678699
K562|chr4:123678495-123678699	K562|chr4:123678832-123679217
K562|chr4:123678832-123679217	K562|chr4:123679367-123679741
K562|chr4:129098690-129099000	K562|chr4:129099000-129099056
K562|chr4:40309867-40310200	K562|chr4:40310200-40310600
K562|chr4:40310200-40310600	K562|chr4:40310600-40310627
K562|chr4:40311552-40311600	K562|chr4:40311600-40311685
K562|chr4:85503432-85503788	K562|chr4:85503919-85504031
K562|chr4:87932600-87932800	K562|chr4:87932800-87933185
K562|chr5:130708801-130709000	K562|chr5:130709000-130709568
K562|chr5:130717969-130718124	K562|chr5:130718249-130718533
K562|chr5:130718249-130718533	K562|chr5:130718791-130719033
K562|chr5:131862144-131862200	K562|chr5:131862200-131862685
K562|chr5:131862200-131862685	K562|chr5:131862777-131863000
K562|chr5:131862777-131863000	K562|chr5:131863000-131863148
K562|chr5:131864937-131865200	K562|chr5:131865200-131865305
K562|chr5:140100063-140100162	K562|chr5:140100326-140100470
K562|chr5:148827547-148827600	K562|chr5:148827600-148827884
K562|chr5:153358568-153358800	K562|chr5:153358800-153359175
K562|chr5:153784668-153784804	K562|chr5:153785102-153785194
K562|chr5:68379255-68379355	K562|chr5:68379605-68379698
K562|chr5:68388955-68389047	K562|chr5:68389183-68389200
K562|chr5:68401800-68402200	K562|chr5:68402200-68402461
K562|chr6:10430056-10430600	K562|chr6:10430600-10430649
K562|chr6:109628129-109628200	K562|chr6:109628200-109628766
K562|chr6:119450311-119450400	K562|chr6:119450400-119450607
K562|chr6:119460968-119461314	K562|chr6:119461412-119461541
K562|chr6:119461412-119461541	K562|chr6:119461730-119461836
K562|chr6:119466232-119466600	K562|chr6:119466600-119466627
K562|chr6:126190298-126190515	K562|chr6:126190694-126190877
K562|chr6:126192932-126193000	K562|chr6:126193000-126193200
K562|chr6:126286034-126286200	K562|chr6:126286200-126286490
K562|chr6:142863978-142864000	K562|chr6:142864000-142864315
K562|chr6:147221284-147221400	K562|chr6:147221400-147221453
K562|chr6:147222969-147223000	K562|chr6:147223000-147223627
K562|chr6:147230037-147230200	K562|chr6:147230200-147230303
K562|chr6:16004013-16004173	K562|chr6:16004280-16004621
K562|chr6:16006935-16007400	K562|chr6:16007400-16007795
K562|chr6:161777688-161777800	K562|chr6:161777800-161778140
K562|chr6:161796142-161796334	K562|chr6:161796495-161796730
K562|chr6:161796495-161796730	K562|chr6:161796852-161797124
K562|chr6:161800640-161800913	K562|chr6:161801162-161801332
K562|chr6:164528692-164528784	K562|chr6:164529193-164529322
K562|chr6:20399915-20400048	K562|chr6:20400474-20400600
K562|chr6:26071286-26071400	K562|chr6:26071400-26071800
K562|chr6:26220525-26220672	K562|chr6:26220784-26221000
K562|chr6:26220525-26220672	K562|chr6:26221000-26221036
K562|chr6:26220784-26221000	K562|chr6:26221000-26221036
K562|chr6:26306562-26306663	K562|chr6:26306954-26307110
K562|chr6:26317241-26317516	K562|chr6:26317815-26317938
K562|chr6:27117400-27117411	K562|chr6:27117522-27117641
K562|chr6:27117400-27117411	K562|chr6:27117868-27118001
K562|chr6:27117522-27117641	K562|chr6:27117868-27118001
K562|chr6:27117868-27118001	K562|chr6:27118193-27118400
K562|chr6:27129258-27129400	K562|chr6:27129600-27129691
K562|chr6:27129258-27129400	K562|chr6:27129786-27129800
K562|chr6:27129600-27129691	K562|chr6:27129786-27129800
K562|chr6:27856400-27856728	K562|chr6:27856986-27857000
K562|chr6:2800181-2800539	K562|chr6:2800631-2800734
K562|chr6:2855943-2856045	K562|chr6:2856237-2856400
K562|chr6:30839767-30839800	K562|chr6:30839800-30840200
K562|chr6:30846480-30846600	K562|chr6:30846600-30846677
K562|chr6:31560429-31560800	K562|chr6:31560800-31561200
K562|chr6:31945689-31945911	K562|chr6:31946003-31946212
K562|chr6:3251559-3251600	K562|chr6:3251600-3251697
K562|chr6:3257252-3257488	K562|chr6:3257795-3258084
K562|chr6:33553352-33553800	K562|chr6:33553800-33553905
K562|chr6:35270551-35270760	K562|chr6:35270800-35271000
K562|chr6:35309352-35309800	K562|chr6:35309800-35309999
K562|chr6:35700800-35700828	K562|chr6:35700969-35701000
K562|chr6:35700800-35700828	K562|chr6:35701000-35701084
K562|chr6:35700969-35701000	K562|chr6:35701000-35701084
K562|chr6:35707800-35707845	K562|chr6:35707939-35708267
K562|chr6:41749200-41749400	K562|chr6:41749400-41749473
K562|chr6:42011641-42012201	K562|chr6:42012296-42012393
K562|chr6:43918498-43918595	K562|chr6:43918847-43919063
K562|chr6:52459876-52460003	K562|chr6:52460147-52460276
K562|chr6:52463200-52463279	K562|chr6:52463371-52463471
K562|chr6:52860600-52860619	K562|chr6:52860791-52860935
K562|chr6:52860791-52860935	K562|chr6:52861140-52861470
K562|chr6:52861140-52861470	K562|chr6:52861762-52861875
K562|chr6:6678346-6678800	K562|chr6:6678800-6678864
K562|chr6:6678800-6678864	K562|chr6:6679203-6679295
K562|chr6:6689314-6689565	K562|chr6:6689696-6690012
K562|chr6:6689696-6690012	K562|chr6:6690188-6690392
K562|chr6:6693957-6694136	K562|chr6:6694379-6694600
K562|chr6:6697023-6697139	K562|chr6:6697491-6697648
K562|chr6:6699845-6699983	K562|chr6:6700075-6700636
K562|chr6:69285820-69286008	K562|chr6:69286100-69286400
K562|chr6:69484848-69484940	K562|chr6:69485160-69485317
K562|chr7:103047032-103047135	K562|chr7:103047227-103047333
K562|chr7:105817007-105817147	K562|chr7:105817456-105817730
K562|chr7:106203888-106204355	K562|chr7:106204447-106204603
K562|chr7:106372478-106372600	K562|chr7:106372600-106373091
K562|chr7:106591778-106591800	K562|chr7:106591800-106591975
K562|chr7:128047525-128047766	K562|chr7:128048081-128048200
K562|chr7:128048081-128048200	K562|chr7:128048400-128048536
K562|chr7:128050800-128051000	K562|chr7:128051000-128051295
K562|chr7:128498665-128499050	K562|chr7:128499142-128499380
K562|chr7:129464344-129464600	K562|chr7:129464600-129464749
K562|chr7:129466077-129466292	K562|chr7:129466430-129466522
K562|chr7:129470400-129470600	K562|chr7:129470600-129470821
K562|chr7:129470600-129470821	K562|chr7:129471119-129471200
K562|chr7:129471119-129471200	K562|chr7:129471200-129471800
K562|chr7:139704793-139705011	K562|chr7:139705188-139705400
K562|chr7:139705188-139705400	K562|chr7:139705400-139705800
K562|chr7:22601569-22601749	K562|chr7:22601973-22602082
K562|chr7:22762751-22762800	K562|chr7:22762800-22763200
K562|chr7:22762751-22762800	K562|chr7:22763200-22763271
K562|chr7:22762800-22763200	K562|chr7:22763200-22763271
K562|chr7:2389556-2390056	K562|chr7:2390185-2390277
K562|chr7:2390185-2390277	K562|chr7:2390425-2390517
K562|chr7:34975277-34975460	K562|chr7:34975666-34975788
K562|chr7:36341600-36341800	K562|chr7:36341800-36342309
K562|chr7:44896461-44896561	K562|chr7:44896909-44897000
K562|chr7:44961178-44961200	K562|chr7:44961200-44961771
K562|chr7:86776995-86777000	K562|chr7:86777000-86777095
K562|chr7:91522105-91522200	K562|chr7:91522200-91522563
K562|chr7:91524055-91524557	K562|chr7:91524667-91524863
K562|chr7:92091170-92091200	K562|chr7:92091200-92091270
K562|chr8:123695430-123695600	K562|chr8:123695600-123695877
K562|chr8:130698510-130698645	K562|chr8:130699056-130699229
K562|chr8:146020991-146021400	K562|chr8:146021400-146021521
K562|chr8:26498240-26498400	K562|chr8:26498400-26498800
K562|chr8:42030370-42030478	K562|chr8:42030570-42030808
K562|chr8:67831900-67832212	K562|chr8:67832485-67832577
K562|chr8:91226830-91227000	K562|chr8:91227000-91227071
K562|chr8:91232203-91232400	K562|chr8:91232400-91232802
K562|chr9:100999055-100999209	K562|chr9:100999480-100999615
K562|chr9:101003422-101003765	K562|chr9:101004000-101004092
K562|chr9:101004000-101004092	K562|chr9:101004269-101004460
K562|chr9:101008707-101008830	K562|chr9:101008928-101009000
K562|chr9:101008707-101008830	K562|chr9:101009000-101009022
K562|chr9:101008928-101009000	K562|chr9:101009000-101009022
K562|chr9:116061800-116061930	K562|chr9:116062022-116062303
K562|chr9:116062022-116062303	K562|chr9:116062500-116062600
K562|chr9:119222000-119222200	K562|chr9:119222200-119222205
K562|chr9:119230150-119230505	K562|chr9:119230773-119231125
K562|chr9:119230773-119231125	K562|chr9:119231224-119231452
K562|chr9:119231224-119231452	K562|chr9:119231554-119231672
K562|chr9:119246279-119246400	K562|chr9:119246400-119246684
K562|chr9:127483368-127483400	K562|chr9:127483400-127483915
K562|chr9:128136733-128136800	K562|chr9:128136800-128137066
K562|chr9:129719701-129719904	K562|chr9:129720056-129720230
K562|chr9:130679400-130679532	K562|chr9:130679638-130679800
K562|chr9:130688780-130688950	K562|chr9:130689042-130689471
K562|chr9:130690655-130690800	K562|chr9:130690800-130691000
K562|chr9:131181334-131181600	K562|chr9:131181600-131182200
K562|chr9:132444600-132444800	K562|chr9:132444800-132444825
K562|chr9:132444600-132444800	K562|chr9:132444917-132445061
K562|chr9:132444800-132444825	K562|chr9:132444917-132445061
K562|chr9:132911860-132912200	K562|chr9:132912200-132912370
K562|chr9:138875644-138875800	K562|chr9:138875800-138876074
K562|chr9:138875800-138876074	K562|chr9:138876174-138876600
K562|chr9:140190400-140190428	K562|chr9:140190528-140190666
K562|chr9:140202107-140202408	K562|chr9:140202556-140203002
K562|chr9:140339588-140339765	K562|chr9:140340060-140340359
